ABA	n+f.aba
conflictos	n+m.conflicts
conflictuada	a+f.conflicted
conflictuado	a+m.conflicted
confluencia	n+f.confluence
confocal	a.confocal
conformacional	a.conformational
conformaciones	n+f+pl.conformations
conformación	n+f.conformation
conformada	a+f.conformed
conformado	a+m.conformed
conformando	v.conforming
conformarse	vi.conform
conforme	a.agreeable@a+m.compliant@a+f.compliant@a.conformal@a.conforming
conforme a eso	ad.thereunder
conformidad	n+f.accordance@n+f.conformance@n+f.conformity
confronta	vt.confronts
confrontacional	a.confrontational
confrontaciones	n+f+pl.confrontations
confrontación	n+f.confrontation@n+f.matchup
confrontada	a+f.confronted
confrontado	a+m.confronted
confrontando	vt.confronting
confrontar	vt.confront
confrontó	vt.confronted
confucianismo	n+m.confucianism
confunde	vt.confuses
confundida	a+f.confused@a+f.muddled
confundido	a+m.confused@a+m.muddled
confundiendo	vt.confounding
confundir	vt.confound@vt.confuse
confundió	vt.confounded@vt.muddled
confusa	a+f.confusing@a+f.garbled
confusión	n+f.confusion@n+f.disarray@n+f.mess@n+f.turmoil
confuso	a+m.confusing@a+m.garbled
confía	vt.trusts
confín	n+m.confine
conga	n+f.conga
congela	vt.freezes
congelación	n+f.freeze@n+f.freezing@n+f.frostbite
congelada	a+f.frozen
congelado	a+m.frozen
congelador	n+m.freezer
congeladores	n+m+pl.freezers
congelar	vt.freeze
congeló	vt.froze
congestionada	a+f.congested
congestionado	a+m.congested
congestiva	a+f.congestive
congestivo	a+m.congestive
congestión	n+f.congestion
conglomerado	n+m.conglomerate
conglomerados	n+m+pl.conglomerates
congoleña	a+f.congolese@n+f.congolese
congoleño	a+m.congolese@n+m.congolese
congregacional	a.congregational
congregaciones	n+f+pl.congregations
congregación	n+f.congregation
congregarse	vi.congregate
congresista	n+m.congressman@n+f.congresswoman
congresistas	n+m+pl.congressmen
congreso	n+m.congress
congresos	n+m+pl.congresses
congruencia	n+f.congruence
congruente	a.congruent
congénita	a+f.congenital
congénito	a+m.congenital
conjetura	n+f.conjecture@vt.conjectures@n+f.guesswork
conjeturar	vt.conjecture
conjeturas	n+f+pl.conjectures@n+f+pl.guesses
conjuga	vt.conjugates
conjugación	n+f.conjugation
conjugada	a+f.conjugate@a+f.conjugated
conjugado	a+m.conjugate@a+m.conjugated
conjugados	n+m+pl.conjugates
conjugar	vt.conjugate
conjunción	n+f.conjunction
conjunta	a+f.joint
conjuntamente	ad.jointly
conjuntivitis	n+f.conjunctivitis
conjuntivo	n+m.connective
conjunto	n+m.ensemble@a+m.joint@n+m.outfit@n+m.set
conjunto de herramientas	n+m.toolkit
conjuntos	n+m+pl.ensembles@n+m+pl.outfits@n+m.sets
conjura	vt.conjures
conjurar	vt.conjure
conlleva	vt.entails
conllevar	vt.entail
conllevó	vt.entailed
conmemora	vt.commemorates
conmemoración	n+f.commemoration@n+f.remembrance
conmemorada	a+f.commemorated
conmemorado	a+m.commemorated
conmemorando	vt.commemorating
conmemorar	vt.commemorate
conmemorativa	a+f.commemorative@a+f.memorial
conmemorativo	a+m.commemorative@a+m.memorial
conmemoró	vt.commemorated
conmocionada	a+f.shaken@a+f.shocked
conmocionado	a.shaken@a+m.shocked
conmocionar	v.shock
conmoción	n+f.commotion@n+f.shock
conmoción cerebral	n+f.concussion
conmovedor	a.heartwarming@a+m.moving@a.poignant@a.soulful@a.stirring@a+m.touching
conmovedora	a+f.moving@a+f.poignant@a+f.soulful@a+f.touching
conmutable	a.switchable
conmutación	n+f.commutation@n+f.switching
conmutador	n+m.switcher
conmutadores	n+m+pl.switchers
conmutativa	a+f.commutative
conmutativo	a+m.commutative
connotaciones	n+f+pl.connotations
connotación	n+f.connotation
cono	n+m.cone
conoce	v.knows@v.meets
conocedor	n+m.connoisseur@a+m.knowledgeable
conocedora	a+f.knowledgeable
conocedores	n+m+pl.connoisseurs
conocer	v.know@v.meet
conocida	n+f.acquaintance@a+f.acquainted@a+f.known
conocidas	n+f+pl.acquaintances
conocido	n+m.acquaintance@a.acquainted@a+m.known
conocidos	n+m+pl.acquaintances
conocimiento	n+m.acquaintance@n+m.insight@n+m.knowledge@n+m.savvy
conocimientos	n+m.insights
conoció	v.met
conocía	v.knew
conos	n+m+pl.cones
conquista	vt.conquers@n+f.conquest
conquistada	a+f.conquered
conquistado	a+m.conquered
conquistador	n+m.conqueror
conquistadores	n+m+pl.conquerors
conquistando	vt.conquering
conquistar	vt.conquer
conquistas	n+f+pl.conquests
conquistó	vt.conquered
consagra	vt.devotes
consagración	n+f.consecration
consagrada	a+f.consecrated@a+f.enshrined@a+f.hallowed
consagrado	a+m.consecrated@a+m.enshrined@a+m.hallowed
consagró	vt.consecrated@vt.enshrined
consciente	a+m.aware@a+f.aware@a.cognizant@a+m.conscious@a+f.conscious@a.mindful@a.sentient
conscientemente	ad.consciously
conscripción	n+f.conscription
consecuencia	n+f.consequence@n+f.fallout@n+m.outgrowth@n+f.upshot
consecuencias	n+f.consequences@n+f+pl.ramifications
consecuente	a.consequent@n+m.consequent@a.consequential
consecutiva	a+f.consecutive
consecutivamente	ad.consecutively
consecutivo	a+m.consecutive
conseguir	v.get
consejera	n+f.counsellor@n+f.counselor
consejeras	n+f+pl.counsellors
consejero	n+m.counsellor@n+m.counselor
consejeros	n+m+pl.counsellors
consejería	n+f.counselling
consejo	n+m.advice@n+m.council@n+m.counsel@n+m.rede
consejos	n+m+pl.advices@n+m.councils@n+m.hints@n+m.tips
consenso	n+m.consensus
consensual	a.consensual
consentimiento	n+m.consent
consentimientos	n+m+pl.consents
consentir	v.consent@vt.indulge@vt.pamper
conserje	n+m.concierge@n+f.concierge@n+m.custodian@n+m.janitor
conserjes	n+m+pl.caretakers@n+m+pl.janitors
conserva	n+f.conserve
conservacionistas	n+m+pl.conservationists
conservación	n+f.conservancy@n+f.conservation
conservada	a+f.conserved
conservado	a+m.conserved
conservador	a+m.conservative@n+m.conservative@n+m.conservator@a.preservative@n+m.tory@a.tory
conservadora	a+f.conservative@n+f.conservator
conservadoramente	ad.conservatively
conservadoras	n+f+pl.conservatives
conservadores	n+m+pl.conservatives@n+m+pl.curators@n+m+pl.tories
conservadurismo	n+m.conservatism
conservando	vt.conserving
conservante	n+m.preservative
conservantes	n+m+pl.preservatives
conservar	vt.conserve
conservas	n+f+pl.preserves
conservatorio	n+m.conservatory
conservatorios	n+m+pl.conservatories
conservera	n+f.cannery
considera	vt.considers@vt.deems@vt.regards
considerable	a+m.considerable@a+f.considerable@a+m.goodly@a+f.goodly@a.hefty@a.sizable@a.sizeable
considerablemente	ad.appreciably@ad.considerably
consideraciones	n+f.considerations
consideración	n+f.advisement@n+f.consideration
considerada	a+f.considerate@a+f.considered@a+f.deemed@a+f.regarded@a+f.thoughtful
consideradamente	ad.thoughtfully
considerado	a+m.considerate@a+m.considered@a+m.deemed@a+m.regarded@a+m.thoughtful
considerando	v.considering
considerar	v.consider@vt.contemplate@vt.deem@v.regard
consideró	v.considered@vt.reckoned
consiente	vi.consents
consignaciones	n+f+pl.consignments
consignación	n+f.consignment
consignada	a+f.consigned
consignado	a+m.consigned
consignatario	n+m.consignee
consignó	vt.consigned
consigue	vt.achieves
consiguió	v.got
consintiendo	vt.consenting
consintiente	a.consenting
consintió	vi.consented
consiste	v.consists
consistencia	n+f.consistency
consistente	a+m.consistent@a+f.consistent
consistentemente	ad.consistently
consistiendo	v.consisting
consistir	vi.consist
consistió	v.consisted
consola	n+f.console
consolación	n+f.consolation
consolada	a+f.comforted
consolado	a+m.comforted
consolador	n+m.comforter@n+m.dildo
consoladores	n+m+pl.comforters@n+m+pl.dildoes@n+m.dildos
consolar	v.comfort@v.console@vt.solace
consolas	n+f.consoles
consolida	vt.consolidates
consolidaciones	n+f+pl.consolidations
consolidación	n+f.consolidation
consolidada	a+f.consolidated
consolidado	a+m.consolidated
consolidador	n+m.consolidator
consolidadores	n+m+pl.consolidators
consolidando	vt.consolidating
consolidar	vt.consolidate
consoló	vt.comforted
consonante	n+f.consonant@a.consonant
consonantes	n+f+pl.consonants
consorcio	n+m.consortium
consorcios	n+m+pl.consortia@n+m+pl.syndicates
consorte	n+m.consort
conspicua	a+f.conspicuous
conspicuamente	ad.conspicuously
conspicuo	a+m.conspicuous
conspiraciones	n+f+pl.conspiracies
conspiración	n+f.cabal@n+f.conspiracy
conspirador	n+m.plotter
conspiradores	n+m+pl.conspirators@n+m+pl.plotters
conspirando	vi.conspiring
conspirar	vi.conspire
conspiró	vi.conspired
constancia	n+f.constancy
constante	a+m.constant@a+f.constant@n+f.constant@a.steadfast
constantemente	ad.constantly@ad.steadily
constantes	n+f+pl.constants
constar de	vt.comprise
constelaciones	n+f+pl.constellations
constelación	n+f.constellation
consternación	n+f.consternation@n+f.dismay
consternada	a+f.dismayed
consternado	a+m.dismayed@a.distraught
consternar	vt.dismay
constitucional	a+m.constitutional@a+f.constitutional
constitucionalidad	n+f.constitutionality
constitucionalmente	ad.constitutionally
constituciones	n+f+pl.constitutions
constitución	n+f.constitution
constituida	a+f.constituted
constituido	a+m.constituted
constituir	vt.constitute
constitutiva	a+f.constitutive
constitutivo	a+m.constitutive
constituye	v.constitutes
constituyendo	vt.constituting
constituyente	n+m.constituent@a.constituent
constituyentes	n+m+pl.constituents
constituyó	vt.constituted
constreñir	vt.constrain
constricción	n+f.constriction
construcciones	n+f+pl.constructions
construcción	n+f.build@n+f.constr@n+f.construction
construcción naval	n+f.shipbuilding
constructiva	a+f.constructive
constructivamente	ad.constructively
constructivista	n+m.constructivist@a+m.constructivist@a+f.constructivist
constructivo	a+m.constructive
constructo	n+m.construct
constructor	n+m.builder@n+m.constructor
constructoras	n+f.builders
constructores	n+m.builders@n+m+pl.constructors
constructos	n+m+pl.constructs
construida	a+f.built@a+f.constructed
construido	a+m.built@a+m.constructed
construir	v.build@vt.construct
construye	vt.builds@vt.constructs
construyendo	v.building@v.constructing
construyó	v.built
consuela	vt.comforts
consuelo	n+m.consolation@n+m.reassurance@n+m.solace
consulado	n+m.consulate
consulados	n+m+pl.consulates
consular	a.consular
consulta	vi.confers@n+f.consultation@vt.consults@n+f.enquiry@n+f.inquiry@n+f.query
consultada	a+f.consulted
consultado	a+m.consulted
consultando	v.consulting@vt.querying
consultar	vi.confer@vt.consult@v.query
consultas	n+f+pl.consultations@n+f.enquiries@n+f.inquiries@n+f.queries
consultiva	a+f.consultative
consultivo	a+m.consultative
consultor	n+m.consultant
consultora	n+f.consultant
consultores	n+m.consultants
consultoría	n+f.consultancy@n+f.consulting
consultorías	n+f+pl.consultancies
consultó	vt.queried
consumación	n+f.consummation
consumada	a+f.accomplished@a+f.consummate
consumado	a+m.accomplished@a+m.consummate
consumar	vt.consummate
consume	vt.consumes
consumible	a.consumable@n+m.consumable
consumibles	n+m+pl.consumables
consumida	a+f.consumed
consumido	a+m.consumed
consumidor	n+m.consumer
consumidora	n+f.consumer
consumidores	n+m.consumers
consumiendo	v.consuming
consumir	vt.consume@vt.expend
consumismo	n+m.consumerism
consumo	n+m.consumption@n+m.intake
contabilidad	n+f.accountancy@n+f.accounting@n+f.bookkeeping
contabilizó	v.accounted
contable	n+m.bookkeeper@n+f.bookkeeper@a.countable
contactada	a+f.contacted
contactado	a+m.contacted
contactando	v.contacting
contactar	v.contact
contacto	n+m.contact
contactor	n+m.contactor
contactos	n+m.contacts
contada	a+f.counted
contado	a+m.counted
contador	n+m.accountant@n+m.counter@n+m.ctr
contadora	n+f.accountant
contadoras	n+f+pl.accountants
contadores	n+m+pl.accountants@n+m.counters
contagio	n+m.contagion
contagiosa	a+f.catching@a+f.contagious
contagioso	a+m.catching@a+m.contagious
contaminación	n+f.contamination@n+f.pollution
contaminada	a+f.contaminated@a+f.polluted@a+f.tainted
contaminado	a+m.contaminated@a+m.polluted@a+m.tainted
contaminadores	n+m+pl.polluters
contaminando	vt.contaminating@vt.polluting
contaminante	n+m.contaminant@a+m.contaminating@a+f.contaminating@n+m.pollutant@a.polluting
contaminantes	n+m+pl.contaminants@n+m+pl.pollutants
contaminar	vt.contaminate@vt.pollute@vt.taint
contaminó	vt.polluted@vt.tainted
contando	v.counting
contar	v.count@vt.tally@v.tell
contempla	vt.contemplates
contemplación	n+f.contemplation
contemplada	a+f.contemplated
contemplado	a+m.contemplated
contemplando	vt.contemplating
contemplar	vt.behold@vt.contemplate
contemplativa	a+f.contemplative
contemplativo	a+m.contemplative
contempló	vt.beheld@vt.contemplated@vi.gazed
contemporánea	a+f.contemporaneous@a+f.contemporary
contemporáneas	n+f+pl.contemporaries
contemporáneo	a+m.contemporaneous@a+m.contemporary
contemporáneos	n+m+pl.contemporaries
contenciosa	a+f.contentious
contencioso	a.adversarial@a+m.contentious
contención	n+f.containment@n+f.contention
contendiente	n+m.contender@n+f.contender@a.contending
contendientes	n+m+pl.contenders
contendió	vi.contended
contenedor	n+m.bin@n+m.container
contenedor de basura	n+m.dumpster
contenedores	n+m+pl.bins@n+m.containers@n+m+pl.skips
contener	vt.bate@v.contain@vt.restrain
contenida	a+f.contained@a+f.restrained
contenido	a+m.contained@n+m.content@a+m.restrained
contenidos	n+m.contents
conteniendo	v.containing@vt.restraining@vt.stemming
contenta	a+f.content@a+f.contented@a+f.glad
contento	a+m.content@a+m.contented@n+m.contentment@a+m.glad
contenía	v.contained
conteo	n+m.count@n+m.counting
conteos	n+m.counts
contexto	n+m.context
contextos	n+m+pl.contexts
contextual	a.contextual
contiene	v.contains
contigua	a+f.contiguous
contiguo	a.abutting@a.adjoining@a+m.contiguous
continencia	n+f.continence
continental	a+m.continental@a+f.continental@a.onshore
continente	n+m.continent@n+m.mainland
continentes	n+m+pl.continents
contingencia	n+f.contingency
contingencias	n+f+pl.contingencies
contingente	a+m.contingent@a+f.contingent@n+m.contingent
continua	a+f.continuous
continuación	n+f.continuance@n+f.continuation
continuada	a+f.continued
continuado	ad.cont@a+m.continued
continuamente	ad.continually@ad.continuously
continuando	v.continuing
continuar	v.continue
continuidad	n+f.continuity
continuo	a.continual@a+m.continuous@n+m.continuum
continuos	n+m+pl.continua
continuó	v.continued
continúa	v.continues
conto	n+m.conto
contorneada	a+f.contoured
contorneado	a+m.contoured@n+m.contouring
contorneando	vt.contouring
contorno	n+m.contour@n+m.outline
contornos	n+m+pl.contours
contr.	n+m.contr
contra	prep.against@prep.contra@prep.versus
contraatacar	vi.counterpunch
contraataque	n+m.counterstrike
contrabandeada	a+f.smuggled
contrabandeado	a+m.smuggled
contrabandeando	vt.smuggling
contrabandeó	vt.smuggled
contrabandista	n+m.smuggler
contrabandistas	n+m+pl.smugglers
contrabando	n+m.contraband@n+m.smuggling
contracciones	n+f+pl.contractions
contracción	n+f.contraction@n+f.shrinkage
contrachapado	n+m.plywood
contractual	a+m.contractual@a+f.contractual
contractualmente	ad.contractually
contradecir	vt.contradict
contradicciones	n+f+pl.contradictions
contradicción	n+f.contradiction
contradice	vt.contradicts
contradiciendo	vt.contradicting
contradictoria	a+f.conflicting@a+f.contradictory
contradictorio	a+m.conflicting@a+m.contradictory
contradijo	vt.contradicted
contraer	vt.twitch
contrafuerte	n+m.buttress
contragolpe	n+m.backlash@n+m.counterpunch
contrahuella	n+m.riser
contrahuellas	n+m+pl.risers
contraindicaciones	n+f+pl.contraindications
contraindicada	a+f.contraindicated
contraindicado	a+m.contraindicated
contrainteligencia	n+f.counterintelligence
contralor	n+m.comptroller
contralto	n+f.alto
contramedidas	n+f+pl.countermeasures
contraparte	n+f.counterpart
contraproducente	a.counterproductive
contrapunto	n+m.counterpoint
contraria	a+f.contrarian@a+f.contrary
contrario	a+m.contrarian@a+m.contrary@n+m.contrary
contrarrestando	vt.countering
contrarrestar	v.counter@vt.counteract
contrarrestó	vt.countered
contras	n+m.cons
contraseña	n+f.password
contraseñas	n+f.passwords
contrasta	vt.contrasts
contrastando	v.contrasting
contrastante	a.contrasting
contrastar	v.contrast
contraste	n+m.contrast
contrastes	n+m+pl.contrasts
contrastó	vt.contrasted
contrata	vt.hires
contrataciones	n+f+pl.hires
contratación	n+f.contracting@n+f.hiring
contratada	a+f.contracted@a+f.hired
contratado	a+m.contracted@a+m.hired
contratando	v.contracting@v.hiring
contratar	v.contract@v.hire
contratiempo	n+m.mishap@n+m.setback
contratiempos	n+m+pl.hitches@n+m+pl.setbacks
contratista	n+m.contractor
contratistas	n+m.contractors
contrato	n+m.contract@n+m.indenture
contratos	n+m.contracts
contratos de arrendamiento	n+m+pl.leases
contravención	n+f.contravention
contraventanas	n+f+pl.shutters
contribuciones	n+f.contributions
contribución	n+f.contrib@n+f.contribution
contribuido	v.contributed
contribuir	v.contribute
contributiva	a+f.contributory
contributivo	a+m.contributory
contribuye	vt.contributes
contribuyendo	v.contributing
contribuyente	n+m.taxpayer@n+f.taxpayer
contribuyentes	n+m+pl.ratepayers@n+m+pl.taxpayers
control	n+m.control@n+m.hold@n+m.restraint
control de carretera	n+m.roadblock
control de versiones	n+m.versioning
control remoto	n+m.clicker@n+m.zapper
controla	v.controls
controlable	a.controllable
controlada	a+f.controlled@a+f.curbed
controlado	a+m.controlled@a+m.curbed
controlador	n+m.controller
controladores	n+m.controllers@n+m.drivers
controlando	v.controlling@vt.reining
controlando acceso	vt.gating
controlar	v.control
controles	n+m.controls
controles de carretera	n+m+pl.roadblocks
controles deslizantes	n+m+pl.sliders
controles remotos	n+m+pl.remotes
controló	v.controlled
controversia	n+f.controversy
controversias	n+f+pl.controversies
controvertida	a+f.controversial@a+f.vexed
controvertido	a+m.controversial@a+m.vexed
contundente	a.cogent@a.forceful
contusiones	n+f+pl.bruises
contuvo	vt.restrained
contó	vt.tallied@v.told
convaleciente	a.convalescent@n+m.convalescent
convección	n+f.convection
convectiva	a+f.convective
convectivo	a+m.convective
convence	vt.convinces
convencer	vt.convince
convencida	a+f.convinced
convencido	a+m.convinced
