the	art.—
bidding	n+m.দরপত্র@v.বিড করা
consultants	n+m.পরামর্শদাতা
risks	n+m.ঝুঁকি@v.ঝুঁকি নেওয়া
banner	n+m.ব্যানার@n+f.পতাকা
applicant	n+m.আবেদনকারী@n+f.আবেদনকারিণী
charter	n+m.সনদ@n+f.চার্টার
fig	n+m.ডুমুর@n+f.চিত্র
barbara	n+f.বার্বারা
cooperation	n+f.সহযোগিতা@n+m.সহকারিতা
counties	n+m.কাউন্টি@n+m.জেলা
acquisition	n+f.অধিগ্রহণ@n+m.সংগ্রহ
ports	n+m.বন্দর@n+m.পোর্ট
implemented	a.বাস্তবায়িত@v.বাস্তবায়ন করা
directories	n+m.ডিরেক্টরি@n+f.নির্দেশিকা
recognized	a.স্বীকৃত@v.চিনতে পারা
dreams	n+m.স্বপ্ন@v.স্বপ্ন দেখা
blogger	n+m.ব্লগার
notification	n+f.বিজ্ঞপ্তি@n+m.নোটিফিকেশন
licensing	n+m.লাইসেন্সিং@n+f.অনুমতি প্রদান
stands	n+m.স্ট্যান্ড@v.দাঁড়ানো
teach	v.শেখানো@v.পড়ানো
occurred	v.ঘটা@v.হওয়া
textbooks	n+m.পাঠ্যবই
rapid	a.দ্রুত@a.তীব্র
pull	v.টানা@n+m.টান
hairy	a.লোমশ@a.কেশবহুল
diversity	n+f.বৈচিত্র্য@n+m.বিভিন্নতা
cleveland	n+m.ক্লিভল্যান্ড
reverse	v.উল্টানো@a.বিপরীত@n+m.বিপরীত
deposit	n+m.জমা@v.জমা দেওয়া
seminar	n+m.সেমিনার@n+f.আলোচনা সভা
investments	n+f.বিনিয়োগ
latina	n+f.ল্যাটিনা@a.ল্যাটিন
wheels	n+m.চাকা
specify	v.নির্দিষ্ট করা@v.উল্লেখ করা
accessibility	n+f.প্রবেশযোগ্যতা@n+f.অ্যাক্সেসিবিলিটি
dutch	a.ডাচ@n+m.ওলন্দাজ ভাষা
sensitive	a.সংবেদনশীল@a.স্পর্শকাতর
templates	n+m.টেমপ্লেট@n+f.ছাঁচ
formats	n+m.ফরম্যাট@v.ফরম্যাট করা
tab	n+m.ট্যাব@n+f.তালিকা
depends	v.নির্ভর করা
boots	n+m.বুট@n+f.জুতা
holds	v.ধরা@n+m.আঁকড়ে ধরা
router	n+m.রাউটার
concrete	n+m.কংক্রিট@a.সুনির্দিষ্ট
editing	n+m.সম্পাদনা@v.সম্পাদনা করা
poland	n+m.পোল্যান্ড
folder	n+m.ফোল্ডার@n+f.ফাইল
completion	n+f.সমাপ্তি@n+m.পূর্ণতা
upload	v.আপলোড করা@n+m.আপলোড
pulse	n+m.নাড়ি@n+f.স্পন্দন
universities	n+f.বিশ্ববিদ্যালয়
technique	n+f.কৌশল@n+m.পদ্ধতি
contractors	n+m.ঠিকাদার
voting	n+m.ভোট দেওয়া@n+f.নির্বাচন
courts	n+m.আদালত@n+m.কোর্ট
notices	n+f.নোটিশ@v.লক্ষ্য করা
subscriptions	n+f.সাবস্ক্রিপশন@n+m.চাঁদা
calculate	v.গণনা করা@v.হিসাব করা
detroit	n+m.ডেট্রয়েট
alexander	n+m.আলেকজান্ডার
broadcast	n+m.সম্প্রচার@v.সম্প্রচার করা
converted	a.রূপান্তরিত@v.রূপান্তর করা
metro	n+m.মেট্রো@a.মহানগর
toshiba	n+m.তোশিবা
anniversary	n+f.বার্ষিকী@n+m.বিবাহ বার্ষিকী
improvements	n+f.উন্নতি@n+m.উন্নয়ন
strip	n+m.ফালি@v.খোলা
specification	n+f.স্পেসিফিকেশন@n+m.বিবরণ
pearl	n+f.মুক্তা@n+m.মুক্তা
accident	n+m.দুর্ঘটনা@n+f.ঘটনা
nick	n+m.নিক@n+m.খাঁজ
accessible	a.প্রবেশযোগ্য@a.সহজলভ্য
accessory	n+m.আনুষঙ্গিক@n+m.আনুষঙ্গিক সামগ্রী
resident	n+m.বাসিন্দা@a.আবাসিক
plot	n+m.প্লট@n+f.কাহিনী
qty	n+f.পরিমাণ
possibly	ad.সম্ভবত@ad.হয়তো
airline	n+f.এয়ারলাইন@n+f.বিমান সংস্থা
typically	ad.সাধারণত@ad.সাধারণভাবে
representation	n+f.প্রতিনিধিত্ব@n+m.উপস্থাপনা
regard	n+m.সম্মান@v.বিবেচনা করা
pump	n+m.পাম্প@v.পাম্প করা
exists	v.বিদ্যমান থাকা@v.অস্তিত্ব থাকা
arrangements	n+f.ব্যবস্থা@n+m.আয়োজন
smooth	a.মসৃণ@v.মসৃণ করা
conferences	n+f.সম্মেলন@n+m.কনফারেন্স
strike	n+m.ধর্মঘট@v.আঘাত করা
consumption	n+f.ব্যবহার@n+m.ভোগ
birmingham	n+m.বার্মিংহাম
flashing	a.ঝলকানি@v.ঝলকানো
narrow	a.সংকীর্ণ@v.সংকুচিত করা
afternoon	n+m.বিকাল@n+f.দুপুর
threat	n+f.হুমকি@n+m.ভয়
surveys	n+f.জরিপ@v.জরিপ করা
sitting	n+m.বসা@v.বসা
putting	v.রাখা@n+m.রাখা
consultant	n+m.পরামর্শদাতা@n+f.পরামর্শদাত্রী
controller	n+m.নিয়ন্ত্রক@n+m.কন্ট্রোলার
ownership	n+f.মালিকানা@n+m.স্বত্বাধিকার
committees	n+f.কমিটি@n+f.সমিতি
penis	n+m.লিঙ্গ@n+m.পুরুষাঙ্গ
legislative	a.আইনসভার@a.বিধানসভার
researchers	n+m.গবেষক
vietnam	n+m.ভিয়েতনাম
trailer	n+m.ট্রেলার@n+m.গাড়ির পেছনের অংশ
anne	n+f.অ্যান
castle	n+m.দুর্গ@n+m.প্রাসাদ
gardens	n+m.বাগান
missed	a.মিসড@v.মিস করা
malaysia	n+f.মালয়েশিয়া
unsubscribe	v.সদস্যতা বাতিল করা
antique	a.প্রাচীন@n+m.পুরাতন জিনিস
labels	n+m.লেবেল@v.লেবেল লাগানো
willing	a.ইচ্ছুক@a.রাজি
bio	n+m.জীবনী@n+f.বায়ো
molecular	a.আণবিক
acting	n+m.অভিনয়@a.অভিনয়কারী
heads	n+m.মাথা@n+m.প্রধান
stored	a.সংরক্ষিত@v.সংরক্ষণ করা
exam	n+f.পরীক্ষা
logos	n+m.লোগো
residence	n+f.বাসস্থান@n+m.আবাস
attorneys	n+m.আইনজীবী@n+m.উকিল
milfs	n+f.মিল্ফ
antiques	n+m.প্রাচীন জিনিস@n+f.পুরাকীর্তি
density	n+f.ঘনত্ব
hundred	n+m.শত@a.একশ
ryan	n+m.রায়ান
operators	n+m.অপারেটর@n+m.পরিচালক
strange	a.অদ্ভুত@a.অপরিচিত
sustainable	a.টেকসই@a.স্থায়ী
philippines	n+f.ফিলিপাইন
statistical	a.পরিসংখ্যানগত@a.পরিসাংখ্যিক
beds	n+m.বিছানা@n+f.শয্যা
breasts	n+f.স্তন@n+m.বুক
mention	v.উল্লেখ করা@n+m.উল্লেখ
innovation	n+f.উদ্ভাবন@n+m.নতুনত্ব
pcs	n+m.পিসি@n+m.কম্পিউটার
employers	n+m.নিয়োগকর্তা
grey	a.ধূসর@n+m.ধূসর রং
parallel	a.সমান্তরাল@n+m.সমান্তরাল
honda	n+m.হোন্ডা
amended	a.সংশোধিত@v.সংশোধন করা
operate	v.পরিচালনা করা@v.অপারেট করা
bills	n+m.বিল@n+f.চালান
bold	a.সাহসী@a.বোল্ড
bathroom	n+m.বাথরুম@n+f.স্নানঘর
stable	a.স্থিতিশীল@n+m.আস্তাবল
opera	n+f.অপেরা@n+m.গীতিনাট্য
definitions	n+f.সংজ্ঞা
doctors	n+m.ডাক্তার@n+m.চিকিৎসক
lesson	n+m.পাঠ@n+f.শিক্ষা
cinema	n+m.সিনেমা@n+f.চলচ্চিত্র
asset	n+m.সম্পদ@n+f.সম্পত্তি
scan	v.স্ক্যান করা@n+m.স্ক্যান
elections	n+f.নির্বাচন
drinking	n+m.পান করা@v.পান করা
blowjobs	n+m.ব্লোজব
reaction	n+f.প্রতিক্রিয়া@n+m.বিক্রিয়া
blank	a.ফাঁকা@n+m.শূন্যস্থান
enhanced	a.উন্নত@v.উন্নত করা
entitled	a.অধিকারী@v.অধিকার দেওয়া
severe	a.গুরুতর@a.কঠোর
generate	v.উৎপন্ন করা@v.তৈরি করা
stainless	a.মরিচাহীন@a.স্টেইনলেস
newspapers	n+m.সংবাদপত্র
hospitals	n+m.হাসপাতাল
deluxe	a.বিলাসবহুল@a.ডিলাক্স
aged	a.বয়স্ক@a.প্রবীণ
monitors	n+m.মনিটর@v.পর্যবেক্ষণ করা
exception	n+f.ব্যতিক্রম@n+m.বাদ
lived	v.বসবাস করা@a.জীবিত
duration	n+f.সময়কাল@n+m.স্থায়িত্ব
bulk	n+m.বড় অংশ@a.বাল্ক
successfully	ad.সফলভাবে@ad.সাফল্যের সাথে
indonesia	n+f.ইন্দোনেশিয়া
pursuant	prep.অনুসারে@a.অনুযায়ী
sci	n+f.বিজ্ঞান
fabric	n+m.কাপড়@n+f.বুনন
visits	n+f.পরিদর্শন@v.পরিদর্শন করা
primarily	ad.প্রধানত@ad.মূলত
tight	a.আঁটসাঁট@a.কঠিন
domains	n+m.ডোমেইন@n+m.ক্ষেত্র
capabilities	n+f.সক্ষমতা@n+m.যোগ্যতা
contrast	n+m.বৈপরীত্য@v.তুলনা করা
recommendation	n+f.সুপারিশ@n+m.পরামর্শ
flying	a.উড়ন্ত@v.উড়া@n+m.উড়ান
recruitment	n+m.নিয়োগ@n+f.ভর্তি
sin	n+m.পাপ@v.পাপ করা
berlin	n+m.বার্লিন
cute	a.সুন্দর@a.মিষ্টি
organized	a.সংগঠিত@v.সংগঠিত করা
para	n+m.প্যারা@prep.জন্য
siemens	n+m.সিমেন্স
adoption	n+f.দত্তক গ্রহণ@n+m.গ্রহণ
improving	v.উন্নতি করা@a.উন্নতিশীল
expensive	a.ব্যয়বহুল@a.দামি
meant	v.বোঝানো@a.অভিপ্রেত
capture	v.ধরা@n+f.ধরা@n+m.ক্যাপচার
pounds	n+m.পাউন্ড
buffalo	n+m.মহিষ@n+m.বাফেলো
organisations	n+f.সংস্থা@n+m.প্রতিষ্ঠান
plane	n+m.বিমান@n+f.সমতল
explained	v.ব্যাখ্যা করা@a.ব্যাখ্যাকৃত
seed	n+m.বীজ@v.বীজ বপন করা
programmes	n+m.প্রোগ্রাম@n+f.অনুষ্ঠান
desire	n+f.ইচ্ছা@v.চাওয়া
expertise	n+f.দক্ষতা@n+m.বিশেষজ্ঞতা
mechanism	n+m.প্রক্রিয়া@n+f.যন্ত্রকৌশল
camping	n+m.ক্যাম্পিং@n+m.শিবির স্থাপন
jewellery	n+m.গয়না@n+f.অলঙ্কার
meets	v.দেখা করা@n+f.সভা
welfare	n+f.কল্যাণ@n+m.মঙ্গল
peer	n+m.সমকক্ষ@v.উঁকি দেওয়া
caught	v.ধরা@a.ধৃত
eventually	ad.অবশেষে@ad.শেষ পর্যন্ত
marked	a.চিহ্নিত@v.চিহ্নিত করা
driven	a.চালিত@v.চালানো
measured	a.পরিমাপিত@v.পরিমাপ করা
bottle	n+f.বোতল@v.বোতলে রাখা
agreements	n+f.চুক্তি@n+m.সম্মতি
considering	prep.বিবেচনা করে@v.বিবেচনা করা
innovative	a.উদ্ভাবনী@a.নতুন
marshall	n+m.মার্শাল
massage	n+m.ম্যাসাজ@v.ম্যাসাজ করা
rubber	n+m.রাবার@a.রাবারের
conclusion	n+f.উপসংহার@n+m.সিদ্ধান্ত
closing	n+m.বন্ধ করা@a.সমাপনী
tampa	n+f.ট্যাম্পা
thousand	n+m.হাজার@a.এক হাজার
meat	n+m.মাংস
legend	n+f.কিংবদন্তি@n+m.পৌরাণিক কাহিনী
grace	n+f.অনুগ্রহ@n+m.কৃপা
susan	n+f.সুজান
adams	n+m.অ্যাডামস
python	n+m.পাইথন@n+m.অজগর
monster	n+m.দানব@n+m.দৈত্য
alex	n+m.অ্যালেক্স
bang	n+m.বিস্ফোরণ@v.আঘাত করা
villa	n+f.ভিলা@n+m.বাংলো
bone	n+m.হাড়@n+f.অস্থি
columns	n+m.কলাম@n+f.স্তম্ভ
disorders	n+m.ব্যাধি@n+f.বিশৃঙ্খলা
bugs	n+m.বাগ@n+m.পোকা
collaboration	n+f.সহযোগিতা@n+m.যৌথ কাজ
hamilton	n+m.হ্যামিল্টন
detection	n+f.সনাক্তকরণ@n+m.আবিষ্কার
ftp	n+m.এফটিপি
cookies	n+m.কুকি@n+f.বিস্কুট
inner	a.অভ্যন্তরীণ@a.ভেতরের
formation	n+f.গঠন@n+m.সৃষ্টি
tutorial	n+m.টিউটোরিয়াল@n+f.শিক্ষামূলক নির্দেশিকা
med	n+f.চিকিৎসা@a.চিকিৎসা সংক্রান্ত
engineers	n+m.প্রকৌশলী@n+m.ইঞ্জিনিয়ার
entity	n+f.সত্তা@n+m.অস্তিত্ব
