the	art.—
schedules	n+f.अनुसूची@n+m.कार्यक्रम
admissions	n+f.प्रवेश@n+f.स्वीकृति
cached	a.कैश किया हुआ@v.संग्रहीत
warren	n+m.वॉरेन@n+m.खरगोश की बिल
slip	v.फिसलना@n+f.पर्ची@n+m.चूक
studied	v.अध्ययन किया@a.अध्ययनशील
reviewer	n+m.समीक्षक
involves	v.शामिल करता है
quarterly	a.त्रैमासिक@ad.हर तिमाही
rpm	n+m.आरपीएम@n+f.प्रति मिनट चक्कर
profits	n+m.लाभ@n+f.मुनाफा
devil	n+m.शैतान
grass	n+f.घास
comply	v.पालन करना@v.अनुपालन करना
marie	n+f.मैरी
florist	n+m.फूल विक्रेता
illustrated	a.सचित्र@v.चित्रित किया
cherry	n+f.चेरी@a.चेरी का
continental	a.महाद्वीपीय
alternate	a.वैकल्पिक@v.बारी-बारी से करना
achievement	n+f.उपलब्धि
limitations	n+f.सीमाएं
kenya	n+m.केन्या
webcam	n+m.वेबकैम
cuts	n+m.कटौती@v.काटता है
funeral	n+m.अंतिम संस्कार@n+f.शवयात्रा
earrings	n+m.कान के बाले@n+f.बालियां
enjoyed	v.आनंद लिया
automated	a.स्वचालित
chapters	n+m.अध्याय
pee	v.पेशाब करना@n+m.पेशाब
charlie	n+m.चार्ली
quebec	n+m.क्यूबेक
nipples	n+m.निप्पल@n+f.चूचुक
passenger	n+m.यात्री@n+f.सवारी
convenient	a.सुविधाजनक
dennis	n+m.डेनिस
mars	n+m.मंगल
francis	n+m.फ्रांसिस
tvs	n+m.टीवी
sized	a.आकार का
manga	n+m.मांगा
noticed	v.देखा@v.ध्यान दिया
socket	n+m.सॉकेट@n+f.खांचा
silent	a.शांत@a.मूक
literary	a.साहित्यिक
egg	n+m.अंडा
mhz	n+m.मेगाहर्ट्ज़
signals	n+m.संकेत@v.इशारा करता है
caps	n+f.टोपियां@n+m.ढक्कन
orientation	n+m.अभिविन्यास@n+f.दिशा
pill	n+f.गोली
theft	n+f.चोरी
childhood	n+m.बचपन
swing	v.झूलना@n+m.झूला
symbols	n+m.प्रतीक@n+f.चिह्न
lat	n+m.अक्षांश
meta	a.मेटा@n+m.मेटाडेटा
humans	n+m.मनुष्य
analog	a.एनालॉग@n+m.सादृश्य
facial	a.चेहरे का@n+m.फेशियल
choosing	v.चुनना
talent	n+m.प्रतिभा@n+f.कला
dated	a.दिनांकित@a.पुराना
flexibility	n+f.लचीलापन
seeker	n+m.खोजने वाला
wisdom	n+f.बुद्धिमत्ता@n+m.ज्ञान
shoot	v.गोली मारना@v.शूट करना@n+m.अंकुर
boundary	n+f.सीमा
mint	n+f.पुदीना@n+f.टकसाल@a.बिल्कुल नया
packard	n+m.पैकार्ड
offset	n+m.ऑफसेट@v.क्षतिपूर्ति करना
payday	n+m.वेतन दिवस
philip	n+m.फिलिप
elite	n+m.अभिजात वर्ग@a.श्रेष्ठ
spin	v.घूमना@n+m.चक्कर
holders	n+m.धारक
believes	v.विश्वास करता है
swedish	a.स्वीडिश@n+m.स्वीडिश व्यक्ति
poems	n+f.कविताएं
deadline	n+f.समय सीमा
jurisdiction	n+m.अधिकार क्षेत्र
robot	n+m.रोबोट
displaying	v.प्रदर्शित करना
witness	n+m.गवाह@n+f.साक्षी@v.गवाही देना
collins	n+m.कॉलिन्स
equipped	a.सुसज्जित@v.सज्जित किया
stages	n+m.चरण@n+f.मंच
encouraged	v.प्रोत्साहित किया@a.उत्साहित
sur	prep.पर
winds	n+f.हवाएं@v.घुमाता है
powder	n+m.पाउडर@n+f.चूर्ण
broadway	n+m.ब्रॉडवे
acquired	v.प्राप्त किया@a.अधिग्रहीत
assess	v.मूल्यांकन करना
wash	v.धोना@n+m.धुलाई
cartridges	n+m.कार्ट्रिज
stones	n+m.पत्थर
entrance	n+m.प्रवेश द्वार@n+f.प्रवेश
gnome	n+m.बौना@n+m.गनोम
roots	n+f.जड़ें
declaration	n+f.घोषणा
losing	v.खोना@a.हारने वाला
attempts	n+m.प्रयास@v.प्रयास करता है
gadgets	n+m.गैजेट@n+m.उपकरण
noble	a.महान@a.कुलीन@n+m.अभिजात
glasgow	n+m.ग्लासगो
automation	n+m.स्वचालन
impacts	n+m.प्रभाव@v.प्रभावित करता है
rev	n+m.रेवरेंड@n+m.चक्कर@v.तेज़ करना
gospel	n+m.सुसमाचार
advantages	n+m.लाभ@n+f.सुविधाएं
shore	n+m.किनारा@n+f.तट
loves	v.प्यार करता है@n+m.प्रेम
induced	v.प्रेरित किया@a.प्रेरित
knight	n+m.शूरवीर@n+m.नाइट
preparing	v.तैयारी करना
loose	a.ढीला@a.खुला
aims	n+m.लक्ष्य@v.लक्ष्य बनाता है
recipient	n+m.प्राप्तकर्ता
linking	v.जोड़ना@n+m.संपर्क
extensions	n+m.विस्तार@n+f.एक्सटेंशन
appeals	n+f.अपील@v.अपील करता है
earned	v.कमाया@a.अर्जित
illness	n+f.बीमारी
islamic	a.इस्लामी
athletics	n+f.एथलेटिक्स@n+m.खेलकूद
southeast	n+m.दक्षिण-पूर्व@a.दक्षिण-पूर्वी
alternatives	n+m.विकल्प
pending	a.लंबित@prep.तक
parker	n+m.पार्कर
determining	v.निर्धारित करना
lebanon	n+m.लेबनान
corp	n+m.निगम
personalized	a.व्यक्तिगत@a.अनुकूलित
kennedy	n+m.केनेडी
conditioning	n+f.कंडीशनिंग@n+m.अनुकूलन
teenage	a.किशोर
soap	n+m.साबुन@n+f.सोप ऑपेरा
triple	a.तिगुना@v.तिगुना करना
cooper	n+m.कूपर@n+m.बढ़ई
vincent	n+m.विंसेंट
jam	n+m.जाम@n+f.मुरब्बा@v.फंसना
secured	a.सुरक्षित@v.सुरक्षित किया
unusual	a.असामान्य@a.अनोखा
answered	v.जवाब दिया
partnerships	n+f.साझेदारी
destruction	n+m.विनाश
slots	n+m.स्लॉट@n+f.खांचे
increasingly	ad.बढ़ते हुए@ad.तेज़ी से
migration	n+f.प्रवास@n+m.स्थानांतरण
disorder	n+m.विकार@n+f.अव्यवस्था
routine	n+f.दिनचर्या@a.नियमित
toolbar	n+m.टूलबार
basically	ad.मूल रूप से
rocks	n+m.चट्टानें@v.हिलाता है
conventional	a.पारंपरिक
titans	n+m.टाइटन@n+m.दिग्गज
applicants	n+m.आवेदक
wearing	v.पहनना
axis	n+m.धुरी@n+m.अक्ष
sought	v.खोजा@v.मांगा
genes	n+m.जीन
mounted	a.लगाया हुआ@v.चढ़ा
habitat	n+m.निवास स्थान
firewall	n+f.फायरवॉल
median	n+m.मध्यिका@a.मध्य
guns	n+f.बंदूकें
scanner	n+m.स्कैनर
herein	ad.इसमें
occupational	a.व्यावसायिक
animated	a.एनिमेटेड@a.सजीव
horny	a.सींग वाला@a.कामुक
judicial	a.न्यायिक
rio	n+m.रियो
adjustment	n+m.समायोजन
hero	n+m.नायक@n+m.हीरो
integer	n+m.पूर्णांक
treatments	n+m.उपचार
bachelor	n+m.स्नातक@n+m.कुंवारा
attitude	n+m.रवैया@n+f.मनोवृत्ति
camcorders	n+m.कैमकॉर्डर
engaged	a.व्यस्त@a.सगाई शुदा
falling	v.गिरना@a.गिरता हुआ
basics	n+m.मूल बातें
montreal	n+m.मॉन्ट्रियल
carpet	n+m.कालीन
lenses	n+m.लेंस
binary	a.द्विआधारी@n+m.बाइनरी
genetics	n+f.आनुवंशिकी
attended	v.उपस्थित हुआ@v.शामिल हुआ
difficulty	n+f.कठिनाई
punk	n+m.पंक@a.पंक
collective	a.सामूहिक@n+m.सामूहिक
coalition	n+m.गठबंधन
dropped	v.गिराया@v.छोड़ा
duke	n+m.ड्यूक
walter	n+m.वाल्टर
pace	n+f.गति@n+m.कदम@v.चलना
besides	prep.के अलावा@ad.इसके अतिरिक्त
wage	n+f.मजदूरी@n+m.वेतन@v.लड़ना
producers	n+m.निर्माता
collector	n+m.संग्राहक@n+m.कलेक्टर
arc	n+m.चाप@n+f.मेहराब
hosts	n+m.मेज़बान@v.मेज़बानी करता है
interfaces	n+m.इंटरफ़ेस
advertisers	n+m.विज्ञापनदाता
moments	n+m.क्षण
atlas	n+m.एटलस@n+m.मानचित्रावली
dawn	n+f.भोर@n+m.उषाकाल
representing	v.प्रतिनिधित्व करना
observation	n+m.अवलोकन@n+f.टिप्पणी
feels	v.महसूस करता है
torture	n+f.यातना@v.यातना देना
carl	n+m.कार्ल
deleted	v.हटाया@a.मिटाया हुआ
coat	n+m.कोट@n+f.परत@v.लेपना
mitchell	n+m.मिशेल
mrs	n+f.श्रीमती
restoration	n+f.बहाली@n+m.पुनर्स्थापन
convenience	n+f.सुविधा
returning	v.लौटना@a.लौटने वाला
ralph	n+m.राल्फ
opposition	n+m.विरोध@n+f.विपक्ष
container	n+m.कंटेनर@n+m.पात्र
defendant	n+m.प्रतिवादी@n+m.आरोपी
warner	n+m.वार्नर
confirmation	n+f.पुष्टि
app	n+m.ऐप@n+m.अनुप्रयोग
embedded	a.अंतर्निहित@v.जड़ा हुआ
supervisor	n+m.पर्यवेक्षक@n+m.सुपरवाइज़र
wizard	n+m.जादूगर@n+m.विज़ार्ड
corps	n+m.दल@n+f.सेना
actors	n+m.अभिनेता
liver	n+m.यकृत@n+m.जिगर
peripherals	n+m.परिधीय उपकरण
liable	a.उत्तरदायी@a.जिम्मेदार
brochure	n+m.ब्रोशर@n+f.पुस्तिका
morris	n+m.मॉरिस
bestsellers	n+f.बेस्टसेलर
petition	n+f.याचिका@v.याचिका देना
eminem	n+m.एमिनेम
recall	v.याद करना@v.वापस बुलाना@n+f.वापसी
antenna	n+m.एंटीना
picked	v.चुना@v.उठाया
assumed	v.माना@a.कल्पित
departure	n+f.प्रस्थान@n+m.विदाई
minneapolis	n+m.मिनियापोलिस
belief	n+f.विश्वास@n+m.आस्था
killing	n+f.हत्या@v.मारना
bikini	n+f.बिकनी
memphis	n+m.मेम्फिस
shoulder	n+m.कंधा
decor	n+m.सजावट
lookup	n+m.खोज@v.देखना
texts	n+m.पाठ@n+f.ग्रंथ
harvard	n+m.हार्वर्ड
brokers	n+m.दलाल
