ABS	n+m.abs
баккара	n+m.baccarat
баклажан	n+m.eggplant
баклан	n+m.cormorant
бактериальный	a.bacterial
бактерии	n+f.germs
бактериологический	a.bacteriological
бактериология	n+f.bacteriol@n+f.bacteriology
бактериофаг	n+m.phage@n+m.bacteriophage
бактерия	n+f.bacterium
бал	n+m.ball@n+m.bal
баланс	n+m.balance
балансир	n+m.balancer
балансировать	vt.balance@v.teeter
балансировка	n+f.balancing
балансирующий	v.balancing
балансы	n+m.balances
балеарский	a.balearic
балерина	n+f.ballerina
балет	n+m.ballet
балиец	n+m.balinese
балийский	a.balinese
балка	n+f.beam@n+f.girder
балканский	a.balkan
балки	n+f.beams
балкон	n+m.balcony
балконы	n+m.balconies
баллада	n+f.ballad
баллады	n+f.ballads
балласт	n+m.ballast
баллистика	n+f.ballistics
баллистический	a.ballistic
баллон	n+m.ballon
баллоны	n+m.cylinders
баллы	n+m.points
баловать	vt.indulge@vt.spoil@vt.pamper@vt.pampered
баловство	n+n.pampering
балтийский	a.baltic
балует	v.pampers
балуя	v.pampering
бальбоа	n+m.balboa
бальза	n+f.balsa
бальзам	n+m.balm@n+m.balsam@n+m.salve
бальзамический	a.balsamic
бальный зал	n+m.ballroom
бамбук	n+m.bamboo
бамия	n+f.okra
бампер	n+m.bumper@n+m.fender
бамперы	n+m.bumpers
банальность	n+n.commonplace
банальный	a.corny@a.trite@a.banal
банан	n+m.banana
бананы	n+m.bananas
бангладешец	n+m.bangladeshi
бангладешский	a.bangladeshi
банда	n+f.gang@n+f.posse
бандаж	n+m.brace
бандана	n+f.bandana
банджи	n+m.bungee
банджо	n+m.banjo
бандикут	n+m.bandicoot
бандит	n+m.thug@n+m.bandit
бандиты	n+m.thugs@n+m.bandits@n+pl.gangsters
бандлинг	n+n.bundling
банды	n+f.gangs@n+f.mobs
банзай	int.banzai
банк	n+m.bank
банка	n+f.can@n+f.jar@n+f.canister
банкет	n+m.banquet
банкетный	a.banqueting
банкеты	n+pl.banquets
банки	n+f.cans@n+f.jars@n+f.tins@n+n.cupping
банкир	n+m.banker
банкиры	n+m.bankers
банкнота	n+f.banknote
банкноты	n+pl.banknotes
банковская карта	n+f.bankcard
банковский	a.banking
банковское дело	n+m.banking
банкомат	n+m.atm
банкрот	n+m.bankrupt@n+m.insolvent
банкротства	n+n.bankruptcies
банкротство	n+n.bankruptcy@n+n.insolvency
баннер	n+m.banner
бант	n+m.bow@n+m.bunt
бантам	n+m.bantam
банты	n+m.bows
банши	n+f.banshee
баньян	n+m.banyan
баня	n+f.bath@n+f.sauna
баптист	n+m.baptist
баптистский	a.baptist
баптисты	n+pl.baptists
бар	n+m.bar@n+m.saloon
барабан	n+m.drum@n+m.reel@n+m.tabor
барабанить	vi.drumming@v.patter
барабанная дробь	n+n.drumming
барабанщик	n+m.drummer
барабанщики	n+pl.drummers
барабаны	n+m.reels
бараки	n+pl.huts
баран	n+m.ram
баранина	n+f.lamb@n+f.mutton
бараны	n+m.rams
барахольный	a.junky
барахтаться	vi.puddle@vi.flounder
барашковая гайка	n+f.wingnut
барбакан	n+m.barbican
барбекю	n+n.barbecue@n+n.barbeque@n+pl.barbecues
барбершоп	n+m.barbershop
барвинок	n+m.periwinkle
бард	n+m.bard
баржа	n+f.barge@n+f.houseboat@n+f.bateau
барий	n+m.barium
барион	n+m.baryon
бариста	n+m.barista
баритон	n+m.baritone
бармен	n+m.bartender@n+m.barman
барокко	n+n.baroque
барометр	n+m.barometer
барометрический	a.barometric
барон	n+m.baron
баронесса	n+f.baroness
баронство	n+n.barony
бароны	n+pl.barons
барочный	a.baroque
барракуда	n+f.barracuda
барре	n+m.barre
баррель	n+m.bbl
баррера	n+f.barrera
баррикада	n+f.barricade@n+f.roadblock
баррикадировать	vt.barricade
баррикадирует	v.barricades
баррио	n+m.barrio
барристер	n+m.barrister
барсук	n+m.badger
барсуки	n+m.badgers
бартер	n+m.barter
бархат	n+m.velvet
бархатистый	a.velvety
бархатный	a.velvet
барышня	n+f.missy
барьер	n+m.barrier@n+m.hurdle
барьеры	n+m.hurdles
бас	n+m.bass@n+m.basso
басист	n+m.bassist
баск	n+m.basque
баскетбол	n+m.basketball
баскский	a.basque
басни	n+f.fables
баснословный	a.fabled
басня	n+f.fable
бассейн	n+m.pool@n+m.basin@n+m.watershed@n+m.poolside@n+m.piscina
бассейны	n+m.basins
бассет	n+m.basset
бастион	n+m.bastion
бастующий	a.striking
басы	n+pl.basses
бат	n+m.baht
батальон	n+m.battalion
батарея	n+f.battery
батат	n+m.yam
батик	n+m.batik
батиметрия	n+f.bathymetry
батут	n+m.trampoline
батуты	n+m.trampolines
батюшки	int.jeepers
бахрейнец	n+m.bahraini
бахрейнский	a.bahraini
бахрома	n+f.fringe@n+pl.fringes@n+f.tassel
бахромчатый	a.fringed
бац	int.pow@int.wham
бацилла	n+f.bacillus
бачок	n+m.cistern
башенка	n+f.turret
башковитый	a.brainy
башня	n+f.tower@n+f.turret
баюкает	vt.cradles
бдение	n+n.vigil
бдительность	n+f.vigilance@n+f.alertness
бдительный	a.alert@a.vigilant@a.watchful
бе	int.yuck
бег	n+m.run@n+m.running
бег трусцой	n+m.jogging
бегать трусцой	vi.jog
бегемот	n+m.hippo@n+m.behemoth@n+m.hippopotamus
беглец	n+m.runaway@n+m.fugitive
бегло	ad.fluently
беглость	n+f.fluency
беглый	a.fluent@a.cursory
беглый взгляд	n+m.peek
беговая дорожка	n+f.treadmill
беговые дорожки	n+f.treadmills
бегство	n+n.lam
бегун	n+m.runner@n+m.jogger@n+m.strider
бегуны	n+m.runners@n+m.harriers
бегущая строка	n+m.ticker
бегущий	a.running@a.fleeing
беда	n+f.distress@n+f.plight@n+f.woe@n+f.misfortune
бедлам	n+m.bedlam
беднее	a.poorer
беднейший	a.poorest
бедность	n+f.poverty
бедный	a.poor@a.needy
бедняк	n+m.indigent@n+m.pauper
бедренная кость	n+f.femur
бедренный	a.femoral
бедро	n+n.hip@n+n.thigh
бедственное положение	n+n.plight
бедствие	n+n.disaster@n+m.distress@n+n.adversity@n+f.calamity
бедуин	n+m.bedouin
бедуинский	a.bedouin
беды	n+f.woes@n+m.evils@n+f.ills
беж	n+m.beige
бежавший	v.fled
бежал	v.ran
бежать	v.run@vi.sprint@vi.flee@vi.fleeing
бежать рысью	vi.trot
бежевый	a.beige@a.buff@a.fawn
беженец	n+m.refugee
бежит	v.runs@v.lopes@v.flees
бежит спринт	v.sprints
без	prep.without@prep.sans
без аннотаций	a.unannotated
без бретелек	a.strapless
без гражданства	a.stateless
без денег	a.broke
без запаха	a.unscented
без кофеина	a.decaf@a.decaffeinated
без морщин	a.unlined
без названия	a.untitled
без необходимости	ad.unnecessarily@ad.needlessly
без оппозиции	a.unopposed
без остановки	ad.nonstop
без подкладки	a.unlined
без посторонней помощи	a.unassisted
без потерь	a.lossless
без присмотра	a.unattended@a.unsupervised
без разбора	ad.indiscriminately
без рамы	a.unframed
без рейтинга	a.unrated
без рубашки	a.shirtless
без рукавов	a.sleeveless
без седла	ad.bareback@a.bareback
без сознания	a.unconscious
без сопровождения	a.unaccompanied
без состояния	a.stateless
без уважительной причины	a.unexcused
без указания авторства	a.uncredited
без усилий	ad.effortlessly@a.effortless
без цензуры	a.uncensored
без церемоний	ad.summarily
безбилетник	n+m.stowaway
безбожник	n+m.infidel
безбожный	a.ungodly@a.godless
безболезненный	a.painless
безбрачие	n+n.celibacy
безбумажный	a.paperless
безвкусный	a.bland@a.tasteless@a.tacky@a.gaudy
безводный	a.anhydrous
безвозвратно	ad.irrevocably
безволосый	a.hairless
безвредный	a.harmless@a.innocuous
безвременный	a.untimely
безвыходное положение	n+m.impasse
безголевой	a.scoreless
безголовый	a.headless
безграмотность	n+f.illiteracy
безграничный	a.limitless@a.boundless@a.unbounded@a.bottomless
бездействие	n+f.inactivity@n+n.inaction
бездействующий	a.idle@a.inactive@a.fallow
безделушка	n+f.trinket
бездельник	n+m.slacker@n+m.idler@n+m.loafer@n+m.lounger
бездельничает	vi.lounges
бездельничать	vi.lounge@vi.loaf@vi.goofs
бездельничая	v.lounging@v.idling
бездетный	a.childless
бездна	n+f.abyss@n+f.chasm
бездомность	n+f.homelessness
бездомный	a.homeless@n+m.derelict
бездонный	a.bottomless
бездумный	a.mindless
бездымный	a.smokeless
безе	n+n.meringue
безель	n+m.bezel
безжалостно	ad.relentlessly@ad.mercilessly
безжалостный	a.cruel@a.relentless@a.ruthless@a.merciless@a.unforgiving
безжизненный	a.lifeless@a.inanimate
беззаботный	a.carefree@a.lighthearted@a.footloose
беззаконие	n+n.outrage@n+n.iniquity@n+f.lawlessness
беззаконный	a.lawless
безземельный	a.landless
беззнаковый	a.unsigned
безликий	a.faceless
безлимитный	a.unlimited
безлицензионный	a.unlicensed
безличный	a.impersonal
безлюбовный	a.loveless
безлюдный	a.unmanned
безмерно	ad.immensely
безмерный	a.immeasurable
безмолвный	a.speechless
безмятежность	n+f.serenity@n+f.tranquillity
безмятежный	a.tranquil@a.serene@a.placid@a.halcyon
безнадёжно	ad.desperately@ad.hopelessly
безнадёжность	n+f.hopelessness
безнадёжный	a.desperate@a.hopeless
безнаказанность	n+f.impunity
безнаказанный	a.unpunished
безнравственность	n+f.immorality
безнравственный	a.immoral
безобидный	a.harmless@a.innocuous
безоговорочно	ad.unconditionally
безоговорочный	a.unconditional@a.unqualified
безопаснее	a.safer
безопасно	ad.safely@ad.securely
безопасность	n+f.security@n+f.safety
безопасный	a.safe@a.secure
безоружный	a.unarmed
безответный	a.unanswered
безответственный	a.irresponsible
безотзывный	a.irrevocable
безотказный	a.foolproof
безотлагательность	n+f.urgency
безошибочный	a.unmistakable@a.infallible
безработица	n+f.unemployment
безработные	n+m.unemployed
безработный	a.unemployed@a.jobless
безраздельный	a.undivided
безразличие	n+n.indifference
безразличный	a.indifferent@a.apathetic
безразмерный	a.dimensionless
безрассудно	ad.recklessly@ad.foolishly
безрассудный	a.rash@a.foolish@a.reckless
безрассудство	n+n.folly
безрецептурный	a.nonprescription
безубыточный	a.lossless
безудержный	a.rampant@a.unbridled@a.unrestrained
