ABA	n.aba
circuitos	n+m+pl.circuits
circulada	a+f.circulated@a+f.circled
circulado	a+m.circulated@a+m.circled
circulando	v.circulating
circulante	a+m.circulating@a+f.circulating
circular	v.circle@a.circular@n+f.circular@v.circulate@v.circled@v.circling
circulares	n+f.circulars
circulatória	a+f.circulatory
circulatório	a+m.circulatory
circulação	n+f.circulation
circulou	v.circulated
circuncidada	a+f.circumcised
circuncidado	a+m.circumcised
circuncidou	v.circumcised
circuncisão	n+f.circumcision
circundante	a.surrounding
circunferência	n+f.circumference@n+f.girth
circunscrição	n+f.precinct
circunscrição eleitoral	n+f.constituency
circunstancial	a+m.circumstantial@a+f.circumstantial
circunstância	n+f.circumstance
circunstâncias	n+f.circumstances
circunvolução	n+f.convolution
cirque	n+m.cirque
cirro	n+m.cirrus
cirrose	n+f.cirrhosis
cirurgia	n+f.surgery@n+f.surg
cirurgias	n+f.surgeries
cirurgicamente	ad.surgically
cirurgiã	n+f.surgeon
cirurgião	n+m.surgeon
cirurgiões	n+m+pl.surgeons
cirílica	a+f.cyrillic
cirílico	a+m.cyrillic@n+m.cyrillic
cirúrgico	a.surgical
cisalhamento	n+m.shear
cisma	n+m.schism
cisne	n+m.swan
cisne macho	n+m.cob
cisnes	n+m.swans
cisterna	n+f.cistern
cisteína	n+f.cysteine
cistite	n+f.cystitis
cisto	n+m.wen@n+m.cyst
cistos	n+m.cysts
cita	v.quotes@v.cites
citado	v.cited@a.cited@a.quoted@v.quoted
citando	v.citing
citar	v.quote@v.cite@v.quoting
citação	n+f.quote@n+f.citation@n+f.quotation@n+f.quoting@n+f.quot@n+f.cit
citações	n+f.quotes@n+f+pl.quotations@n+f+pl.citations
citocinas	n+f.cytokines
citocromo	n+m.cytochrome
citologia	n+f.cytology
citoplasma	n+m.cytoplasm
citoplasmática	a+f.cytoplasmic
citoplasmático	a+m.cytoplasmic
citotóxica	a+f.cytotoxic
citotóxico	a+m.cytotoxic
citrato	n+m.citrate
citrino	n+m.citrine
citável	a+m.quotable@a+f.quotable
ciumenta	a+f.jealous
ciumento	a+m.jealous
civil	a+m.civil@a+f.civil@n+m.civilian@a.civilian
civilidade	n+f.civility
civilizada	a+f.civilized@a+f.civilised
civilizado	a+m.civilized@a+m.civilised
civilização	n+f.civilization@n+f.civ@n+f.civilisation
civilizações	n+f.civilizations
civis	n+m.civilians
ciática	n+f.sciatica
ciência	n+f.science@n+f.sci
ciência dos foguetes	n+f.rocketry
ciência forense	n+f.forensics
ciências	n+f.sciences
ciúme	n+m.jealousy
claiborne	n.claiborne
clamor	n+m.outcry
clamídia	n+f.chlamydia
clancy	n.clancy
clandestina	a+f.clandestine
clandestino	a+m.clandestine@n+m.stowaway
clapton	n.clapton
clara	a+f.light@a+f.clear@a+f.bright@a+f.claro
claraboia	n+f.skylight
claraboias	n+f+pl.skylights
claramente	ad.clearly@ad.distinctly@ad.plainly
clareamento	n+m.whitening@n+m.lightening@n+m.brightening
clareando	v.whitening
clarear	v.lighten@v.lightening
clareira	n+f.clearing@n+f.glade
clareiras	n+f+pl.glades
clarendon	n.clarendon
clarete	n+m.claret
clareza	n+f.clarity
claridade	n+f.lightness
clarificador	a+m.clarifying
clarificadora	a+f.clarifying
clarificar	v.clarifies
clarificações	n+f.clarifications
clarim	n+m.clarion@n+m.bugle
clarinete	n+m.clarinet
clarividente	a+m.fey@a+f.fey@n+m.clairvoyant@n+f.clairvoyant@a+m.clairvoyant@a+f.clairvoyant
claro	a+m.light@a+m.clear@a+m.bright@a+m.claro@int.claro
clarão	n+m.flare
classe	n+f.class
classes	n+f.classes
classicamente	ad.classically
classicismo	n+m.classicism
classifica	v.ranks@v.classifies
classificada	a+f.rated@a+f.classified@a+f.graded@a+f.classed
classificado	a+m.rated@a+m.classified@a.ranked@v.ranked@a+m.graded@a+m.classed
classificador	n+m.classifier@n+m.sorter
classificadora	n+f.sorter
classificadores	n+m+pl.classifiers
classificados	n+m.classifieds
classificados pessoais	n+m.personals
classificando	v.ranking@v.sorting@v.grading
classificar	v.sort@v.rank@v.classify@v.classifying@v.categorize@v.classed
classificação	n+f.rating@n+f.classification@n+f.sorting@n+f.grading@n+f.classifying
classificações	n+f.ratings@n+f+pl.rankings@n+f+pl.standings@n+f.classifications
classificou	v.rated@v.classified
classificável	a+m.classifiable@a+f.classifiable
claustro	n+m.cloister
clave	n+f.clef@n+f.clave
clematite	n+f.clematis
clemens	n.clemens
clement	n.clement
clemente	a+m.clement@a+f.clement@a+m.forgiving@a+f.forgiving
clementina	n+f.clementine
clemência	n+f.clemency
clerical	a.clerical
clero	n+m.clergy
clica	v.clicks
clicando	v.clicking
clicar	v.click
clichê	n+m.cliche
clichês	n+m+pl.cliches
clicker	n+m.clicker
clicou	v.clicked
clicável	a+m.clickable@a+f.clickable
cliente	n+m.customer@n+f.customer@n+m.client@n+f.client@n+m.patron@n+m.punter
clientela	n+f.clientele
clientes	n+m.customers@n+m.clients@n+m.patrons@n+m+pl.punters
clima	n+m.weather@n+m.climate@n+m.vibe
climas	n+m.climates@n+m+pl.weathers
climatologia	n+f.climatology
climatológica	a+f.climatological
climatológico	a+m.climatological
climática	a+f.climatic@a+f.climactic
climático	a+m.climatic@a+m.climactic
clina	n+f.cline
clinicamente	ad.clinically
clipe	n+m.clip
clipes	n+m.clips
clique	n+m.click@n+m.clack
cliques	n+m+pl.clicks
clitoriana	a+f.clitoral
clitoriano	a+m.clitoral
clitóris	n+m.clit@n+m.clitoris@n+m.clits
clivagem	n+f.cleavage
cloisonné	n+m.cloisonne
clona	v.clones
clonada	a+f.cloned
clonado	a+m.cloned
clonagem	n+f.cloning
clonal	a+m.clonal@a+f.clonal
clonar	v.clone
clone	n+m.clone
clones	n+m.clones
clonou	v.cloned
clorada	a+f.chlorinated
clorado	a+m.chlorinated
cloranfenicol	n+m.chloramphenicol
clorela	n+f.chlorella
cloreto	n+m.chloride
cloridrato	n+m.hydrochloride
cloro	n+m.chlorine
clorofila	n+f.chlorophyll
clorofórmio	n+m.chloroform
cloroplasto	n+m.chloroplast
clorídrica	a+f.hydrochloric
clorídrico	a+m.hydrochloric
close-up	n+m.closeup
close-ups	n+m.closeups
clostridium	n+m.clostridium
clube	n+m.club
clube noturno	n+m.nightclub
clubes	n+m.clubs
clubes noturnos	n+m.nightclubs
cluster	n+m.cluster
clusters	n+m+pl.clusters
clydesdale	n+m.clydesdale
clássica	a+f.classic@a+f.classical
clássico	a+m.classic@n+m.classic@a+m.classical
clássicos	n+m.classics@n+m.oldies
cláusula	n+f.clause@n+f.proviso
cláusulas	n+f.clauses
clã	n+m.clan
clãs	n+m.clans
clérigo	n+m.cleric@n+m.clergyman
clérigos	n+m+pl.clerics
clímax	n+m.climax
clínica	a+f.clinical@n+f.clinic@n+f.clinician
clínicas	n+f+pl.clinics@n+f.clinicians
clínico	a+m.clinical@n+m.clinician
clínicos	n+m.clinicians
coabitação	n+f.cohabitation
coaching	n+m.coaching
coador	n+m.strainer
coadores	n+m+pl.strainers
coagida	a+f.coerced
coagido	a+m.coerced
coagir	v.dragoon@v.coerce
coagiu	v.coerced
coagular	v.clot@v.clots@v.clotting
coagulação	n+f.coagulation@n+f.clotting
coala	n+m.koala
coalescer	v.coalesce
coalhada	n+f.curd
coalho	n+m.curd
coalizão	n+f.coalition
coalizões	n+f.coalitions
coar	v.straining
coautor	n+m.coauthor
coautora	n+f.coauthor
coaxial	a+m.coaxial@a+f.coaxial@n+m.coax
coação	n+f.duress
cobalto	n+m.cobalt
coberta	a+f.covered@a+f.topped@a+f.tented@a+f.draped
coberta de mato	a+f.overgrown
coberta de neve	a+f.snowed
coberto	a+m.covered@a.indoor@a+m.topped@a+m.tented@a+m.draped
coberto de mato	a+m.overgrown
coberto de neve	a+m.snowed
cobertor	n+m.blanket
cobertores	n+m+pl.blankets
cobertores afegãos	n+m.afghans
cobertura	n+f.cover@n+f.coverage@n+f.covering@n+f.roof@n+f.roofing@n+f.penthouse@n+f.topping@n+f.icing@n+f.hedging@n+f.carpeting@n+f.frosting
cobertura morta	n+f.mulch@n+f.mulching
coberturas	n+f.coverings@n+m.toppers@n+f.canopies@n+f+pl.coverages@n+m+pl.toppings
cobiçada	a+f.coveted
cobiçado	a+m.coveted
cobiçar	v.coveted
cobiçar com os olhos	v.ogle
cobra	v.charges@n+f.snake@n+f.cobra@v.duns
cobrada	a+f.billed@a+f.levied
cobrado	a+m.billed@a+m.levied
cobrando	v.charging@v.dunning
cobrança	n+f.collection@n+f.charge@n+m.billing
cobranças	n+f.charges@n+f+pl.duns
cobrar	v.charge@v.levy@v.dun@v.levies
cobras	n+f.snakes
cobre	v.covers@n+m.copper
cobrindo	v.covering
cobrindo com cobertura morta	v.mulching
cobrir	v.cover@v.vail@v.topping@v.drapes@v.shroud@v.draped
cobrir com palha	v.mulch
cobrir com sapé	v.thatch
cobrir com véu	v.veil
cobriu	v.covered@v.showered@v.roofed
cobrou	v.charged@v.billed@v.levied
cobrável	a+m.chargeable@a+f.chargeable
coca	n+f.coca@n+f.coke
cocaína	n+f.cocaine
coceira	n+f.itching@n+f.itch
cocenta	a+f.itchy
cocento	a+m.itchy
cochilando	v.napping
cochilar	v.nap@v.snooze@v.naps
cochilo	n+m.nap@n+m.kip
cocho	n+m.trough
cochos	n+m+pl.troughs
cochran	n.cochran
cocker	n+m.cocker
cockney	n+m.cockney@a+m.cockney@a+f.cockney
cockpit	n+m.cockpit
coclear	a+m.cochlear@a+f.cochlear
coco	n+m.coconut@n+m.coco
cocos	n+m+pl.coconuts
cocô	n+m.poo@n+m.poop@n+m.turd
coda	n+f.coda
codeína	n+f.codeine
codifica	v.encodes
codificada	a+f.encoded@a+f.keyed@a+f.codified
codificado	a.coded@a+m.encoded@a+m.keyed@a+m.codified
codificador	n+m.encoder
codificadores	n+m.encoders
codificar	v.encode@v.codified
codificação	n+f.coding@n+f.encoding@n+f.enc@n+f.keying@n+f.codification
codificou	v.coded@v.encoded
codinome	n+m.codename
codorna	n+f.quail
coeficiente	n+m.coefficient
coeficientes	n+m+pl.coefficients
coelheiras	n+f+pl.hutches
coelhinho	n+m.bunny
coelhinhos	n+m.bunnies
coelho	n+m.rabbit
coelhos	n+m.rabbits
coentro	n+m.coriander@n+m.cilantro
coenzima	n+f.coenzyme
coercitiva	a+f.coercive
coercitivo	a+m.coercive
coerente	a.coherent
coerção	n+f.coercion
coerência	n+f.coherence
coesa	a+f.cohesive
coeso	a+m.cohesive
coesão	n+f.cohesion
coexistir	v.coexist
coexistência	n+f.coexistence
cofre	n+m.safe@n+m.vault
cofres	n+m.vaults@n+m.safes@n+m+pl.coffers
cogeração	n+f.cogeneration
cognata	a+f.cognate
cognato	a+m.cognate@n+m.cognate
cognitivo	a.cognitive
cognição	n+f.cognition
cogumelo	n+m.mushroom
cogumelos	n+m.mushrooms
cohosh	n+m.cohosh
coice	n+m.kickback
coincidente	a+m.coincident@a+f.coincident@a+m.coincidental@a+f.coincidental
coincidentemente	ad.coincidentally
coincidindo	v.coinciding
coincidir	v.coincide@v.coincides@v.concurred@v.coincided
coincidência	n+f.coincidence
coincidências	n+f+pl.coincidences
coiote	n+m.coyote
coiotes	n+m.coyotes
coisa	n+f.thing@n+f.stuff@n+f.thingy
coisa do passado	n+m.bygone
coisa grande	n+f.biggie
coisas	n+f.things@n+f+pl.stuffs
coisas deprimentes	n+f+pl.downers
coitada	n+f.wretch
coitado	n+m.wretch
col	n+m.col
cola	n+f.cola@n+f.glue@v.glues@n+f.kola@v.pastes
colabora	v.collaborates
colaborada	a+f.collaborated
colaborado	a+m.collaborated
colaborador	n+m.contributor@n+m.collaborator
colaboradora	n+f.collaborator
colaboradores	n+m.collaborators
colaborando	v.collaborating
colaborar	v.collaborate@v.collaborated
colaborativamente	ad.collaboratively
colaborativo	a.collaborative
colaboração	n+f.collaboration
colaborações	n+f.collaborations
colada	a+f.glued@a+f.pasted
colado	a+m.glued@a+m.pasted
colagem	n+f.collage@n+f.pasting
colagens	n+f+pl.collages
colando	v.gluing
colapsar	v.collapse@v.collapses@v.collapsing
colapso	n+m.collapse@n+m.breakdown@n+m.meltdown
colapsos	n+m.collapses@n+m+pl.breakdowns
colar	n+m.necklace@v.paste@n+m.collar@v.glue@v.sticking@v.pasted@v.pasting
colar havaiano	n+m.lei
colares	n+m+pl.necklaces@n+m.collars
colares gargantilha	n+m+pl.chokers
colares havaianos	n+m+pl.leis
colas	n+f+pl.glues
colateral	a.collateral
colação	n+f.collation
colby	n.colby
colcha	n+f.quilt@n+f.bedspread
colcha de retalhos	n+f.patchwork
colchas	n+m.quilts@n+f+pl.bedspreads
colchester	n.colchester
colchete	n+m.bracket
colchetes	n+m+pl.brackets
colchicina	n+f.colchicine
colchão	n+m.mattress
colchão inflável	n+m.lilo
colchões	n+m.mattresses
coldre	n+m.holster
coldres	n+m.holsters
colecionador	n+m.collector
colecionadora	n+f.collector
colecionadores	n+m+pl.collectors
colecionar	v.collect
colecionáveis	n+m.collectibles@n+m.collectables
colecionável	a.collectible@a+m.collectable@a+f.collectable
colega	n+m.peer@n+m.fellow@n+m.colleague
colega de apartamento	n+m.flatmate@n+f.flatmate
colega de classe	n+m.classmate@n+f.classmate
colega de quarto	n+m.roommate
colega de trabalho	n+m.coworker@n+f.coworker
colegas	n+m+pl.colleagues@n+m+pl.peers@n+m+pl.fellows
colegas de casa	n+m+pl.housemates
colegas de classe	n+m.classmates
colegas de quarto	n+m+pl.roommates
colegas de trabalho	n+m.coworkers
colegiais	n+f.schoolgirls
colegial	a.collegiate@n+f.schoolgirl@a+m.collegial@a+f.collegial
coleira	n+f.collar@n+f.leash
coleiras	n+f+pl.leashes
colesterol	n+m.cholesterol
coleta	n+f.pickup@n+f.collecting@v.collects
coletada	a+f.collected
coletado	a+m.collected
coletando	v.collecting
coletar	v.collect@v.gather
colete	n+m.vest@n+m.waistcoat
coletes	n+m.vests
coletiva	a+f.collective
coletivamente	ad.collectively
coletivo	a+m.collective@n+m.collective
coletivos	n+m+pl.collectives
coletor	n+m.manifold@n+m.gatherer
coletora	n+f.gatherer
coletoras	n+f+pl.gatherers
coletores	n+m.manifolds@n+m.sewers@n+m+pl.gatherers
coletou	v.collected
coletânea	n+f.compilation@n+f.omnibus
coleção	n+f.collection@n+f.coll@n+f.trove
coleção de animais	n+f.menagerie
coleções	n+f.collections
colhe	v.gathers@v.scoops@v.harvests
colhedor	n+m.picker@n+m.harvester
colhedora	n+f.picker
colhedoras	n+f+pl.pickers
colhedores	n+m+pl.pickers
colheita	n+f.crop@n+f.harvest@n+f.harvesting
colheitadeira	n+f.combine@n+f.harvester
colheitadeiras	n+f+pl.harvesters
colheitas	n+f+pl.crops@n+f+pl.harvests
colhendo	v.reaping
colher	v.harvest@n+f.scoop@n+f.spoon@v.harvesting@v.reap@v.gleaned
colher de chá	n+f.tsp@n+f.teaspoon
colher de pedreiro	n+f.trowel
colher de sopa	n+f.tablespoon@n+f.tbsp
colherada	n+f.spoonful
colheres	n+f.spoons@n+f.scoops
colheres de chá	n+f.teaspoons
colheres de sopa	n+f.tablespoons@n+f.tbs
colheu	v.scooped
colhida	a+f.harvested
colhido	v.picked@v.harvested@a+m.harvested
coli	n+f.coli
colide	v.crashes@v.rams
colidindo	v.colliding@v.clashing
colidir	v.crash@v.clash@v.collide
colidiu	v.collided@v.clashed
colina	n+f.hill@n+f.butte@n+f.choline
colinas	n+f.hills
coliseu	n+m.coliseum@n+m.colosseum
colisor	n+m.collider
colisão	n+f.crash@n+f.collision
colisões	n+f.collisions
colite	n+f.colitis
collant	n+m.leotard
colleen	n.colleen
collie	n+m.collie
collier	n.collier
colmeia	n+f.hive@n+f.beehive
colmeias	n+f.hives
colo	n+m.lap
colo do útero	n+m.cervix
coloca	v.places@v.puts@v.lays
colocada	a+f.placed
colocado	a+m.placed
colocando	v.putting@v.placing@v.laying
colocando em cestos	v.binning
colocando escutas	v.bugging
colocando fralda	v.diapering
colocar	v.set@v.place@v.put
colocar em perigo	v.endanger
colocar na lista negra	v.blacklist
colocação	n+f.placement@n+f.collocation
colocações	n+f.placements
colocou	v.placed@v.lay@v.laid
colocou em quarentena	v.quarantined
colocou entre colchetes	v.bracketed
colocou na cama	v.bedded
colocou na lista negra	v.blacklisted
colofão	n+m.colophon
coloidal	a+m.colloidal@a+f.colloidal@a+m.colloid@a+f.colloid
coloide	n+m.colloid
colombiana	a+f.colombian@n+f.colombian@a+f.columbian
colombiano	a+m.colombian@n+m.colombian@a+m.columbian
colombo	n.colombo
coloniais	n+m+pl.colonials@a+m+pl.colonials
colonial	a.colonial
colonialismo	n+m.colonialism
colonizada	a+f.colonized
colonizado	a+m.colonized
colonizador	n+m.settler
colonizadora	n+f.settler
colonizadoras	n+f+pl.colonists
colonizadores	n+m+pl.colonists
colonização	n+f.colonization
colonizou	v.colonized
colonos	n+m.settlers
colonoscopia	n+f.colonoscopy
coloquial	a+m.colloquial@a+f.colloquial
colorado	n.colo
coloração	n+f.staining@n+f.colouring@n+f.coloration
colorida	a+f.colourful
colorido	a.coloured@a+m.colourful
colorir	v.colouring
colos	n+m.laps
colossal	a+m.colossal@a+f.colossal@a+m.whopping@a+f.whopping
colosso	n+m.colossus@n+m.behemoth
colostro	n+m.colostrum
colou	v.glued
coluna	n+f.column
coluna vertebral	n+f.spine
colunar	a+m.columnar@a+f.columnar
colunas	n+f.columns@n+m+pl.cols
colunata	n+f.colonnade
colunista	n+m.columnist
colunistas	n+m+pl.columnists
colágeno	n+m.collagen
colóquio	n+m.colloquium@n+m.colloquy
colônia	n+f.colony@n+f.cologne
colônias	n+f.colonies@n+f.colognes
colônica	a+f.colonic
colônico	a+m.colonic
com	prep.with@n+m.com@prep.con@prep.withal
com abas	a+m.tabbed@a+f.tabbed
com aro	a+m.underwired@a+f.underwired@a+m.rimmed@a+f.rimmed
com bainha	a+m.hemmed@a+f.hemmed
com boca	a+m.mouthed@a+f.mouthed
com bom gosto	ad.tastefully
com bordas	a+m.edged@a+f.edged
com cauda	a+m.tailed@a+f.tailed
com certeza	ad.sure@ad.surely
com chifres	a+m.horned@a+f.horned
com chumbo	a+m.leaded@a+f.leaded
com cinto	a+m.belted@a+f.belted
com colarinho	a+m.collared@a+f.collared
com costura	a+m.seamed@a+f.seamed
com crista	a+m.crested@a+f.crested
com crosta	a+m.crusted@a+f.crusted
com dedos	a+m.toed@a+f.toed
com dentes	a+m.pronged@a+f.pronged
com desconto	a.discounted
com dobradiças	a+m.hinged@a+f.hinged
com duto	a+m.ducted@a+f.ducted
com escopo	a+m.scoped@a+f.scoped
com espinhos	a+m.spiked@a+f.spiked
com fio	a.wired@a+m.corded@a+f.corded
com folhas	a+m.leaved@a+f.leaved
com fome	a.hungry
com fundo	a+m.bottomed@a+f.bottomed
com garganta	a+m.throated@a+f.throated
com garras	a+m.clawed@a+f.clawed
com gelo	a+m.iced@a+f.iced
com gratidão	ad.gratefully
com gênero	a+m.gendered@a+f.gendered
com haste	a+m.stemmed@a+f.stemmed
com hiperlink	a+m.hyperlinked@a+f.hyperlinked
com isso	ad.therewith
com isto	ad.herewith
com lantejoulas	a+m.sequined@a+f.sequined
com lavagem cerebral	a+m.brainwashed@a+f.brainwashed
com lábios	a+m.lipped@a+f.lipped
com língua	a+m.tongued
com mangas	a+m.sleeved@a+f.sleeved
com maria-chiquinha	a+m.pigtailed@a+f.pigtailed
com medidor	a+m.metered@a+f.metered
com medo	a.afraid
com nozes	a+m.nutty@a+f.nutty
com ombros	a+m.shouldered
com orelhas	a+m.eared@a+f.eared
com peito	a+m.breasted@a+f.breasted
com pernas	a+m.legged@a+f.legged
com perícia	ad.expertly
com pessoal	a+m.staffed@a+f.staffed
com piso	a+m.floored@a+f.floored
com ponta	a+m.tipped@a+f.tipped
com portão	a+m.gated@a+f.gated
com prazer	ad.gladly
com precisão	ad.accurately
com preço	a.priced
com pés	a+m.footed@a+f.footed
com raiva	a.angry@ad.angrily
com ranhura	a+m.slotted@a+f.slotted
com recursos	a+m.resourced@a+f.resourced
com rede	a+m.netted@a+f.netted
com renda	a+m.laced@a+f.laced
com respeito a	prep.respecting
com rodas	a+m.wheeled@a+f.wheeled
com rodízios	a+m.rollaway@a+f.rollaway
com salto	a+m.heeled@a+f.heeled
com saudade de casa	a+m.homesick@a+f.homesick
com segurança	ad.safely@ad.securely
com seios	a+m.boobed@a+f.boobed
com sorte	ad.hopefully
com sucesso	ad.successfully
com suco	a+m.juiced@a+f.juiced
com telhado	a+m.roofed@a+f.roofed
com tufo	a+m.tufted@a+f.tufted
com vista para	prep.overlooking
com zíper	a+m.zippered@a+f.zippered
com zíper aberto	a+m.unzipped@a+f.unzipped
coma	n+m.coma
comanche	n+m.comanche@a+m.comanche@a+f.comanche
comanda	v.commands
comandada	a+f.commanded
comandado	a+m.commanded
comandando	v.commanding
comandante	n+m.commander@a+m.commanding@a+f.commanding@n+m.commandant
comandantes	n+m.commanders@n+f.commanders
comandar	v.command@v.helms
comando	n+m.command@n+m.helm@n+m.commando
comandos	n+m.commands@n+m.commandos
comandou	v.commanded
combate	n+m.combat@n+m.bout
combate a incêndios	n+m.firefighting
combate corpo a corpo	n+m.melee
combatendo	v.battling@v.combating
combatente	n+m.combatant@n+f.combatant
combatentes	n+m.combatants
combater	v.combat
combateu	v.fought
combatida	a+f.embattled
combatido	a+m.embattled
combina	v.matches@v.combines
combinada	a+f.combined
combinado	a+m.combined@a.matched
combinador	n+m.matcher
combinando	v.combining
combinar	v.match@v.combine
combinatória	a+f.combinatorial
combinatório	a+m.combinatorial
combinação	n+f.combination@n+f.combo@n+f.matchmaking@n+f.matchup
combinações	n+f+pl.combinations@n+f.combos@n+f.pairings
combinou	v.combined@v.matched
combo	n+m.combo
comboio	n+m.convoy
comboios	n+m+pl.convoys
combos	n+m.combos
combustão	n+f.combustion
combustíveis	n+m+pl.fuels
combustível	n+m.fuel@a+m.combustible@a+f.combustible@n+m.combustible
come	v.eats
comediante	n+m.comedian@n+f.comedian
comediantes	n+m.comedians@n+f.comedians
comedor	n+m.eater
comedora	n+f.eater
comedores	n+m.eaters
comedouros	n+m.feeders
comemora	v.commemorates
comemorada	a+f.commemorated
comemorado	a+m.commemorated
comemorar	v.celebrate@v.commemorate@v.commemorating
comemorativa	a+f.commemorative@a+f.celebratory
comemorativo	a+m.commemorative@a+m.celebratory
comemoração	n+f.celebration@n+f.commemoration
comemorou	v.commemorated
comendo	v.eating
comensais	n+m.diners
comentado	a.commented
comentar	v.comment@v.commenting@v.annotate
comentarista	n+m.pundit@n+m.commentator@n+m.commenter
comentaristas	n+m.commentators@n+f.commentators@n+m.pundits
comentou	v.commented@v.remarked
comentário	n+m.comment@n+m.commentary@n+m.remark
comentários	n+m.comments@n+m+pl.remarks@n+m.commentaries
comentários à parte	n+m+pl.asides
comer	v.eat
comerciabilidade	n+f.merchantability
comerciais	n+m.commercials
comercial	a+m.commercial@a+f.commercial@n+m.commercial
comercializada	a+f.marketed@a+f.commercialized
comercializado	a+m.marketed@a+m.commercialized
comercializando	v.trading
comercializar	v.market@v.commercialize
comercialização	n+f.commercialization@n+f.commercialisation
comercializou	v.marketed@v.commercialized
comercializável	a+m.marketable@a+f.marketable
comercialmente	ad.commercially
comerciante	n+m.merchant@n+m.trader@n+m.merchandiser@n+f.merchandiser@n+m.tradesman
comerciantes	n+m.merchants@n+m+pl.traders@n+m+pl.tradesmen
comerciar	v.trade
comestível	a.edible
cometa	n+m.comet
cometas	n+m.comets
comete	v.commits
cometer	v.commit@v.committing
cometer falta	v.foul@v.fouls
cometeu	v.committed
cometeu falta	v.fouled
comeu	v.ate@v.eaten
começa	v.starts@v.begins@v.commences
começado	v.begun
começando	v.starting@v.beginning
começar	v.start@v.begin@v.commence@v.commencing
começo	n+m.beginning@n+m.onset@n+m.outset
começos	n+m.beginnings
começou	v.started@v.began@v.commenced
comida	n+f.food@a+f.eaten@n+f.chow@n+f.grub
comida para viagem	n+m.takeout
comidas	n+f.foods
comidas para viagem	n+f+pl.takeaways
comido	a+m.eaten
cominho	n+m.cumin
comissiona	v.commissions
comissionado	a.commissioned
comissionamento	n+m.commissioning
comissionando	v.commissioning
comissionou	v.commissioned
comissária	n+f.commissioner
comissárias	n+f.stewards
comissário	n+m.commissioner@n+m.steward@n+m.commissary
