Java语言	n.java
凳子	n.stool@n.stools
凶手	n.killers@n.murderer
凶杀	n.homicide@n.homicide
凶残的	a.vicious
凶猛的	a.fierce
凸块	n.bumps
凸的	a.convex@a.convex
凸缘	n.flange@n.flange
凸起	n.bumps
凸起的	a.embossed@a.embossed
凸轮	n.cam@n.cams
凸面	n.convex
凸面的	a.convex
凹口	n.notch
凹槽	n.groove@n.grooves@n.groove@n.grooves
凹痕	n.dent@n.ding
凹进的	a.recessed
凹陷	n.hollow
出乎意料地	ad.surprisingly@ad.unexpectedly@ad.unexpectedly
出乎意料的	a.unexpected
出人意料地	ad.surprisingly
出价	v.bid@n.bid@n.bids@v.bidding
出价人	n.bidder
出借人	n.lenders@n.lender
出入口	n.doorway
出击	v.sally
出去	ad.out
出发	n.departure@v.depart@v.depart
出口	v.export@n.export@n.exit@n.outlet@n.exports@v.exports@n.outlets@n.exits@v.exported@v.exporting@n.exits
出口商	n.exporters@n.exporters@n.exporter
出口国	n.exporters
出售	n.sale@v.sell@v.vending
出埃及记	n.exodus
出声地	ad.aloud@ad.aloud
出局	n.outs@n.outs
出席	n.presence@v.attend@n.attendance@v.attended@v.attending
出席人数	n.turnout@n.turnout
出席者	n.attendees@n.attendees
出汗	v.sweat@v.sweat
出没	v.haunting
出版	n.publishing@v.publish@n.publ@v.publishes@n.publ
出版商	n.publisher@n.publishers
出版物	n.publications@n.publication
出现	v.appear@v.appears@v.occur@v.occurred@v.appeared@n.appearance@v.occurs@v.emerging@v.appearing@v.arising@v.arise@v.occurring@v.emerged@n.appearances@v.emerge@n.advent@v.arises@n.occurrences@v.emerges@n.emergence@v.occurring@n.occurrence@v.emerged@n.appearances@v.emerge@n.advent@v.arises@n.emergence@v.arose@v.emerges@v.arisen
出生	v.born@n.birth@n.births@n.births@v.borne@n.nativity
出生前的	a.prenatal
出生地	n.birthplace@n.birthplace
出生日期	n.dob
出生的	a.natal
出神	n.trance
出票人	n.drawer
出租	v.letting@n.renting
出租车	n.cab@n.taxi@n.taxis@n.taxis
出站的	a.outbound
出纳员	n.teller@n.teller
出色的人	n.lulu
出血	n.bleeding@v.bleed@v.bleeding@v.bleed
出身	n.origins
出错	v.err@v.err
击中	v.hit@v.hitting@v.hitting
击倒	n.knockout
击剑	v.fences@n.fencing@n.fencing@v.fences
击溃	v.routed@v.routed
击球	v.bat@v.batting
击球手	n.batter@n.batter
击落	v.downing@v.downing
击败	v.beat@v.defeat@v.defeated@v.defeated@v.licked@v.defeating
击鼓	v.drum@v.drums
函数	n.function
刀	n.knife@n.sword@n.knives
刀具	n.cutter@n.cutter@n.cutlery@n.cutters@n.tooling
刀剑	n.swords
刀剪商	n.cutler
刀片	n.blade@n.blades@n.blades
分	n.cent@n.pts
分享	v.share@v.shared@v.sharing@v.shares
分保	n.reinsurance
分光计	n.spectrometer
分光镜	n.spectroscopy
分别地	ad.respectively@ad.separately
分别的	a.respective
分割	v.segment@v.segments@v.partition@v.divide@v.partitioning@v.partition@v.partitions@n.segmentation@v.partitioning
分包商	n.subcontractor@n.subcontractor@n.subcontractors
分化	n.differentiation@n.differentiation
分区	n.div@n.zoning@n.partition@n.partitioning@n.partition@n.partitions@n.partitioning
分区的	a.divisional@a.divisional
分单元	n.subunit
分叉	v.fork@v.forks@v.branching@v.forks
分发	v.distributed@v.distribute@v.distributes@v.distributing@v.distributing@v.distributes
分块	v.chunks@v.chunks
分娩	n.delivery@n.deliveries@n.childbirth@n.confinement@n.deliveries@n.childbirth@n.confinement
分子	n.molecules@n.molecule@n.molecules@n.molecule
分子的	a.molecular
分层	v.layer@v.layers@v.layered
分层的	a.hierarchical@a.layered
分布	n.distribution@n.dist@n.distributions
分布的	a.distributed
分店	n.branch
分开	v.part@v.separate@ad.apart@v.divided@n.separation@v.separated@v.divide@v.divide@v.detached@v.dividing@v.divides
分形	n.fractal@n.fractal
分形的	a.fractal@a.fractal
分心	n.distraction
分心的	a.distracted
分支	n.branch@v.branch@n.branches@n.subdivisions@n.branching@v.branching
分散	v.scattered@v.dispersed@v.scatter@n.dispersion@v.dispersed@n.scatter
分散的	a.scattered@a.dispersed@a.scattered@a.dispersed@a.fragmented
分数	n.score@n.scores@n.marks@n.fraction@n.fractions
分数的	a.fractional@a.fractional
分时享用	n.timeshare
分时使用	n.timeshares
分时度假	n.timeshares@n.timeshare@n.timeshares
分期	n.staging
分期偿还	n.amortization
分析	n.analysis@n.analyses@n.assay@v.parse@v.analysing@v.psych@v.analyse@v.parsing@n.profiling@v.analysed@v.assays@v.analysing
分析员	n.analyst@n.analysts
分析器	n.parser
分析师	n.analyst@n.analysts
分析的	a.analytical@a.analytic
分析程序	n.parser
分枝	n.branching
分款	n.subsections
分歧	n.divide@n.disagreement@n.divide@n.disagreement@n.divergence@n.divides@n.rift
分段	n.subsection@n.subparagraph@n.subsections@n.subparagraph
分母	n.denominator
分水岭	n.watershed@n.watershed@n.watersheds
分泌	n.secretion@n.secretion
分泌物	n.secretion@n.secretion
分离	n.separation@v.detached@n.segregation@v.separates@v.separating@n.detachment
分离器	n.splitter@n.separator@n.splitter@n.separator
分离物	n.isolates@n.isolates
分离的	a.separated@a.discrete@a.disconnected@a.discrete@a.detached@a.separating@a.disconnected
分章	n.subchapter@n.subchapter
分等的	a.graded
分等级	v.grading
分等级的	a.ranked@a.graduated@a.graduated
分类	v.class@n.categories@v.sort@v.sorted@v.classified@n.classification@v.sorts@v.sorting@v.assorted@v.classify@v.sorts@n.sorting@v.sorting@v.assorted@n.assortment@v.grouping@n.classifications@v.categorized@v.classify@v.categorised
分类单元	n.taxon
分类学	n.taxonomy@n.taxonomy
分类学的	a.taxonomic
分类广告	n.classifieds
分类法	n.taxonomy@n.taxonomy
分类的	a.sorted@a.taxonomic
分类群	n.taxa
分类词汇集	n.thesaurus
分类账	n.ledger
分级	n.grading@n.grading@v.graded@n.classifications
分级机	n.graders@n.graders
分组	v.group@v.groups@n.subunit@n.subgroup@v.grouped@n.grouping
分裂	n.division@v.split@n.split@n.divisions@v.fragment@v.fragments@n.fragmentation@v.splinter@v.fragment@v.fragments@v.splitting@v.splits@n.cleavage@n.fragmentation@v.splinter@v.fragmented
分裂的	a.split@a.divided@a.splitting
分解	v.factor@v.resolving@n.decomposition@v.analysing
分解因子	v.factoring
分辨率	n.resolution@n.res@n.resolutions
分遣队	n.detachment
分部	n.subdivision@n.subdivisions
分配	n.distribution@v.assigned@v.allocated@n.allocation@v.distribute@n.distributions@v.assign@v.assigning@v.dispensing@v.assigns@v.distributes@v.distributing@v.parcel@v.distributing@v.allocate@n.allocations@v.parcels@v.assigning@v.dispensing@v.assigns@v.distributes@v.allotted@n.allotment@v.allocating
分配任务	v.task
分配器	n.splitter@n.dispensers@n.dispenser@n.splitter@n.dispensers
分配的	a.allocated@a.allotted
分钟	n.minutes@n.min@n.minute
分销商	n.distributor@n.distributors
分阶段	v.phased
分阶段的	a.staged@a.staged
分阶段进行	v.phased
分隔	n.div
分隔的	a.dividing
分隔符	n.separator@n.separator
分页	n.paging@n.paging
切	v.cut@v.cuts@n.che@n.che@v.slices
切割	v.cutting
切割器	n.cutter
切割机	n.cutter@n.cutters
切口	n.cut
切块	v.dice
切姆斯福德	n.chelmsford@n.chelmsford
切实的	a.tangible
切尔滕纳姆	n.cheltenham@n.cheltenham
切尔西	n.chelsea@n.chelsea
切尼	n.cheney@n.cheney
切开	v.slit@v.slit
切成方块	v.cubes@v.dice@v.cubes
切成薄片的	a.sliced
切换	v.switch@v.switching@v.switched@v.toggle
切断	n.cutoff@n.cutoff
切斯特	n.chester
切斯特菲尔德	n.chesterfield
切片	v.slice@v.slice@n.slices@v.sliced
切碎	v.chopped@v.hash
切碎的	a.chopped@a.chopped
切线	n.tangent
切线的	a.tangent
切罗基	n.cherokee@n.cherokee
切萨皮克	n.chesapeake
切达干酪	n.cheddar
切除	v.excise@v.excise
刊物	n.publications
刑事学	n.criminology
刑事的	a.criminal@a.penal@a.penal
刑罚的	a.penal@a.penal@a.punitive
刑警	n.detectives@n.detectives
划	v.rowing
划分区域	v.zoning
划桨	v.paddle@v.paddling
划独木舟	v.canoe@n.canoeing@v.canoe@n.canoeing@v.canoeing
划痕	n.scratch@n.scratches@n.scratches
划皮艇	v.kayaking@v.kayak
划船	v.row@v.rows@n.boating@n.boating@v.boating@n.rowing@n.paddling
划船比赛	n.regatta
列	n.column@n.columns@n.col
列举	v.enumerated
列伊	n.leu@n.leu
列侬	n.lennon
列克星敦	n.lexington@n.lexington
列入候选名单	v.shortlist
列兵	n.pvt
列出	v.list@v.listing@v.listed@v.lists
列夫	n.lev
列弗	n.lev@n.lev
列支敦士登	n.liechtenstein@n.liechtenstein
列表	n.list@n.listing@n.listings@n.lists
刘易斯	n.lewis
刘易斯顿	n.lewiston
刘海	n.fringe@n.bangs
刚刚	ad.just@ad.freshly
刚性的	a.rigid@a.rigid
刚果	n.kong@n.congo
创世纪	n.genesis
创业	n.entrepreneurship
创业的	a.entrepreneurial
创业者	n.entrepreneur@n.entrepreneurs@n.entrepreneurs
创伤	n.trauma@n.trauma
创伤的	a.traumatic
创作	v.author@n.creation@n.creations@v.authoring@n.creations@v.authoring@v.authored@v.composing
创作者	n.creator@n.creators@n.originator
创办人	n.founders
创始人	n.founder@n.originator@n.founders
创始的	a.founding@a.founding
创建	v.create@v.created@v.creating@v.creates
创意	n.creativity
创意的	a.creative
创新	n.innovation@n.innovations@n.innovations
创新的	a.innovative@a.imaginative@a.imaginative
创立	v.founded@v.founding@v.founding
创立者	n.founder
创造	v.create@n.creating@n.creation@v.creates@n.invention@n.creations@v.invented@v.invent@v.invent
创造力	n.creativity
创造性的	a.creative
创造的	a.created
创造者	n.creator@n.creators
初创公司	n.startup
初始化	v.init@n.init@v.initialized@v.init@n.init@n.initialization@v.initialize@v.initialized
初始化的	a.initialized@a.initialized
初学者	n.beginners@n.beginner@n.learners@n.learner@n.novice@n.beginners@n.beginner@n.learners@n.learner@n.novice
初期	n.infancy
初次登台	v.debut
初步的	a.preliminary
初级的	a.primary@a.junior@a.elementary@a.juniors
初级读物	n.primers
删去	v.deletes
删掉	n.deletion
删节	v.abridged
删节的	a.abridged@a.abridged
删除	v.remove@v.del@v.delete@v.deleted@n.deletion@v.deleting@n.deletion@v.deleting@v.uninstall@v.deletes
删除的	a.deleted
判决	v.sentence@v.sentences@n.judgement@n.rulings@v.sentences@v.decides@n.judgement@n.verdict@n.sentencing@n.judgments@n.adjudication
判刑	v.condemn@v.sentenced@v.condemn
判断	v.judge@n.judgment@v.judges@v.diagnosed@n.judgement@v.diagnosed@n.judgement@v.judged@v.judging@n.judgments@v.diagnose@v.diagnosing@n.judgements
刨花	n.excelsior
利	n.leigh@n.ley@n.leigh
利亚	n.lea@n.leah@n.lea@n.leah
利亚姆	n.liam@n.liam
利伯曼	n.lieberman@n.lieberman
利兹	n.leeds
利基	n.niche@n.niche
利奇	n.leach@n.leach
利奥	n.leo
利害关系	n.stakes
利己的	a.selfish
利息	n.interest
利文斯通	n.livingstone
利文斯顿	n.livingston
利昂	n.leone@n.leone@n.leon
利未记	n.leviticus
利比	n.libby@n.libby
利比亚	n.libya@n.libya
利比亚人	n.libyan@n.libyan
利比亚的	a.libyan@a.libyan
利比里亚	n.liberia@n.liberia
利润	n.profit@n.profits@n.margin@n.margins@n.margins
利物浦	n.liverpool
利瓦伊	n.levi
利用	n.utilization@v.utilize@v.exploit@v.harness@v.utilizing@v.utilized@v.leverage@v.avail@v.exploits@n.utilisation@v.exploiting@n.utilization@v.utilize@v.harness@v.utilizing@v.utilized@v.leverage@v.utilizes@v.leveraging@n.utilisation@v.harnesses
利益	n.benefits@n.benefit
利益相关者	n.stakeholders@n.stakeholders@n.stakeholder
利马	n.lima@n.lima
利默里克	n.limerick
别克	n.buick@n.buick
别名	n.alias@n.aliasing@n.aliases
别墅	n.villa@n.villas
别针	n.pin@n.pins
刮	v.shaved@v.blowing@v.shaving@v.scratches
刮擦	n.scratching
刮痕	n.scratching
刮胡子	v.shave
刮脸	n.shave
刮风的	a.windy
到	prep.to@prep.into@prep.unto@prep.ont
到上面	prep.onto
到别处	ad.elsewhere
到国外	ad.abroad
到处	ad.around@ad.everywhere
到期	v.expires@v.expired@n.expiration@n.maturity@v.expires@v.expired@n.expiration@n.maturity@v.expire@n.expiry
到期的	a.due
到来	v.come@n.arrival@n.advent@v.arriving@n.advent
到达	v.reach@v.reached@n.arrival@v.arrived@v.arrive@v.reaching@v.reaches@n.arrivals@v.arrives@v.arriving@n.arrivals@v.arrives@v.arriving
到达山顶	v.crested
到达的	a.inbound
到达顶峰	v.crested
制作	n.making@n.production@n.productions@v.craft@v.producing@v.produces@v.crafted@v.crafted@v.fashioned
制作原型	v.prototyping
制作者	n.maker
制冷	n.refrigeration
制动	n.braking@n.braking
制图	v.chart@n.charting@v.plat@v.charting@n.mappings
制堆肥	v.composting
制定	n.formulation@v.enacted@v.formulate@n.formulations@v.instituted@n.formulation@v.enacted@v.formulated@n.enactment@v.formulate@v.instituted@v.enact
制定基准	v.benchmarking
制度	n.institutions@n.institution@n.regime@n.regimes
制度的	a.institutional
制服	n.uniform@n.uniforms@n.uniforms
制止者	n.stopper
制片人	n.producer@n.producers@n.filmmakers
制药	n.pharmaceuticals
制药的	n.pharmaceutical
制表符	n.tab
制裁	n.sanctions@v.sanctions@n.sanction@v.sanctioned@n.sanctions@n.sanction@v.sanctioned
制订计划	v.blueprint
制造	v.make@v.made@v.making@v.makes@v.manufacturing@v.manufactured@v.manufacture@n.manufacture@n.mfg@n.fabrication@v.fabricated@n.mfg@n.fabrication@v.manufactures@v.fabricated
制造业	n.manufacturing@n.mfg
制造商	n.manufacturer@n.manufacturers@n.makers@n.mfr
制造执行系统	n.mes@n.mes
制造的	a.manufactured
制造者	n.maker@n.makers
制陶术	n.ceramics
制陶艺术	n.ceramics
制革工	n.tanner@n.tanner
制麦芽	v.malt
刷	v.brush@v.brushes@v.brushed
刷子	n.brush@n.brushes
刷新	v.refresh@v.refresh
刹车	n.brake@v.brake@n.brakes@v.brakes@v.braking@n.brakes@v.brakes@v.braking
刺	v.spears@v.stab@n.poke@n.thorn@v.prod@v.lance@v.thrust@v.spear@v.sting@v.stab@n.poke@n.thorn@v.jag
刺伤	n.stab@n.stab
刺客	n.assassin@n.assassin
刺棒	n.prod
刺激	n.stimulation@n.irritation@n.stimuli@n.prod@v.stimulate@n.stimulation@v.prod@v.stimulate@v.stimulating@n.stimulus@v.spurs@v.stimulated@n.irritation@n.stimuli@v.irritating@v.stimulates
刺激物	n.stimuli@n.stimulus@n.stimuli
刺猬	n.hedgehog@n.hedgehog
刺痛	n.sting
刺穿	v.pierce@v.lance@v.pierced@v.pierce@v.pierced
刺绣	n.embroidery@v.embroidered@n.embroidery@v.embroidered
刺绣品	n.embroidery
刺耳的	a.piercing@a.harsh@a.piercing@a.harsh
刺血针	n.lancet
刺青	v.tattoo@v.tattoos
刺骨的	a.biting@a.biting
刻凹痕	v.notch
刻字	n.lettering@n.lettering
刻度	n.calibration
刻板印象	n.stereotypes@n.stereotypes
刻画	n.characterization
刻痕	v.nick
刻面	n.facets
剁碎	v.hash
剂量	n.dose@n.dosage@n.doses@n.dosage@n.doses@n.dosing
剃刀	n.razor@n.razor
剃过的	a.shaved
剃须	n.shaving
剃须刀	n.razor
剃须者	n.shaver
削减	v.cut@n.cuts@v.axe
削弱	v.sap@v.undermine@v.weakened@v.undermine@v.weakened
前任	n.predecessor@n.predecessor@n.predecessors
前体	n.precursor
前列腺	n.prostate@n.prostate
前列腺的	a.prostate@a.prostate
前卫	n.vanguard
前卫摇滚	n.prog
前台	n.receptionist
前后关系的	a.contextual
前后矛盾的	a.inconsistent@a.inconsistent
前哨	n.outpost@n.outpost
前夕	n.eve
前奏	n.prelude
前往	v.head@v.heads@v.headed
前提	n.premises@n.prerequisites@n.prerequisites@n.premise
前景	n.outlook@n.prospect@n.prospects@n.foreground@n.foreground
前沿	n.frontier@n.frontiers@n.frontier@n.forefront@n.frontiers
前灯	n.headlights@n.headlight@n.headlights@n.headlight
前线	n.fronts@n.frontline@n.fronts@n.battlefront
前缀	n.prefix@n.prefix
前者	n.former
前言	n.foreword@n.preamble@n.foreword@n.preamble
前身	n.predecessor@n.predecessor
前轮驱动	a.fwd
前辈	n.predecessors
前进	v.advance@v.advances@v.advancing@v.progressed@v.progressing
前进的	a.advancing
前述的	a.foregoing
前途	n.prospects
前部的	a.anterior
前锋	n.forwards@n.forwards@n.striker
前面	n.front
前面提到的	a.aforementioned@a.aforementioned
前面的	a.front@a.fore@a.anterior
前额	n.forehead@n.forehead
剑	n.sword@n.swords
剑桥	n.cambridge
剑桥郡	n.cambridgeshire
剑鱼	n.dorado
剥削	v.fleece@n.exploitation@v.exploited@v.exploiting@n.exploitation@v.exploited@v.exploiting
剥去	v.strip@v.strips@v.striped
剥去的	a.stripped
剥头皮	v.scalp@v.scalp
剥夺	v.strips@n.deprivation@v.stripping@v.stripped@v.deprived@n.deprivation@v.robbed
剥皮	v.peel@v.peel
剥皮者	n.skinner
剥离	n.stripping
剥离器	n.stripper@n.strippers@n.stripper
剧场	n.playhouse
剧情	n.storyline@n.storyline
剧本	n.script@n.drama@n.scripts@n.screenplay@n.dramas@n.screenplay@n.dramas
剧照	n.stills
剧透	n.spoiler@n.spoilers@n.spoiler
剧院	n.theatre@n.theatres@n.theatres@n.playhouse
剧集	n.episode
剩余	v.remain@v.remained@n.surplus@n.remainder@n.remainder@n.residual
剩余物	n.overs
剩余的	a.remaining
剪	v.clips@v.clip@v.shear@v.snip
剪刀	n.clippers@n.clipper@n.scissors@n.clippers@n.clipper
剪切	n.cutting@n.shear
剪报	n.clippings@n.clippings@n.clipping
剪断	n.snip
剪枝	n.pruning
剪羊毛	v.fleece
剪贴板	n.clipboard
剪贴簿	n.scrapbook
剪辑	n.clips@n.clip
副	n.vice
副厨师长	n.sous
副官	n.aides@n.lieutenant@n.aide@n.aides
副手	n.deputy@n.deputies@n.deputies
副本	n.copy@n.copies@n.duplicate@n.transcripts@n.counterpart@n.duplicate@n.counterpart@n.duplicates@n.dup
副标题	n.subtitles
副歌	n.chorus@n.refrain
副的	a.vice@a.associate@a.deputy
副职	n.lieutenant
割草机	n.mower@n.mower@n.mowers
剽窃	n.plagiarism@n.plagiarism
劈叉	n.splits
力劝	v.urged@v.urged
力学	n.mechanics
力学的	a.mechanical
力矩	n.torque
力量	n.power@n.might@n.force@n.forces@n.strength@n.strengths
劝告	n.advice@v.counsel@v.advise@v.advising@v.advises@v.advising@v.advises
劝说	v.persuade@v.persuaded@v.persuade@v.persuaded
劝说性的	a.persuasive
劝说的	a.persuasive
办公室	n.office@n.offices@n.bureau@n.bureaus
办公桌	n.desks
功效	n.efficacy@n.efficacy
功率因数校正	n.pfc
功绩	n.feat@n.exploits@n.feat@n.exploit@n.exploits
功能	n.function@n.functions@n.functionality@n.functioning@n.functioning
功能的	a.functional
功能障碍	n.dysfunction@n.dysfunction
加	prep.plus
加下划线的	a.underlined
加为好友	v.friend
加仑	n.gallon@n.gal@n.gals@n.gallon@n.gal@n.gals@n.gallons
加价	n.markup@n.markup
加倍	v.double@v.doubles@v.doubling@v.doubles@v.doubled@v.doubling@n.doubling
加倍的	a.doubled
加入	v.join@v.joined@v.joining@v.joins@n.accession@v.joins@n.accession
加入烈酒	v.spikes
加兰	n.garland
加冕	v.crown@v.crowned@v.crowns@v.crowned
加农炮	n.cannon@n.cannon
加利福尼亚	n.california
加前缀	v.prefix@v.prefix
加副标题	v.subtitle
加勒比海	n.caribbean
加勒比的	a.caribbean
加勒特	n.garrett@n.garrett
加后缀	v.postfix
加固的	a.reinforced
加图	n.cato
加字幕	v.captions
加宽	v.widening@v.widening@v.widen
加密	n.encryption@v.encrypted@v.encrypt@v.encrypted@v.encode@v.encrypt
加密的	a.encrypted@a.encrypted@a.cryptographic
加尔各答	n.calcutta@n.calcutta
加尔文	n.calvin
加尔维斯顿	n.galveston
加州	n.cal
加工	v.tooling@v.machining
加工的	a.processed
加布里埃尔	n.gabriel@n.gabrielle@n.gabriel@n.gabrielle
加强	v.strengthen@v.strengthening@v.reinforced@v.reinforcing@v.strengthening@v.reinforced@v.strengthened@v.reinforce@n.reinforcement@v.reinforcing@v.fortified@v.strengthens
加强的	a.intensive
加德满都	n.kathmandu
加德纳	n.gardner@n.gardner@n.gardiner
加快	v.expedited@v.quicken@v.expedited@v.quicken
加思	n.garth
加拉加斯	n.caracas
加拉太书	n.galatians
加拉帕戈斯群岛	n.galapagos
加拉格尔	n.gallagher
