12	n.twelve
SAB	n.sab
SCOP	n.scop
SCR	n.scr
SENS	n.sens
SHR	n.shr
SIM	n.sim
SLD	n.sld
SOP	n.sop
SOS	n.sos
SRA	n.sra
SSH	n.ssh
STG	n.stg
SUBJ	n.subj
SUD	n.sud
SUPPL	n.suppl
SURG	n.surg
SYM	n.sym
SYST	n.syst
Saab	n.saab
Saar	n.saar
Saarland	n.saarland
Saba	n.saba
Sabah	n.sabah
Sabin	n.sabin
Sabina	n.sabina
Sabine	n.sabine
Sabrina	n.sabrina
Sacco	n.sacco
Sachs	n.sachs
Sachsen	n.sachsen
Sackville	n.sackville
Sacramento	n.sacramento
Saddam	n.saddam
Sade	n.sade
Sadie	n.sadie
Sadr	n.sadr
Safeway	n.safeway
Sagan	n.sagan
Saginaw	n.saginaw
Sahara	n.sahara
Saipan	n.saipan
Sakai	n.sakai
Sakhalin	n.sakhalin
Saks	n.saks
Sal	n.sal
Salaam	n.salaam
Salamanca	n.salamanca
Salas	n.salas
Salazar	n.salazar
Salem	n.salem
Salerno	n.salerno
Salford	n.salford
Salina	n.salina
Salinas	n.salinas
Salinger	n.salinger
Salisbury	n.salisbury
Sallie	n.sallie
Sally	n.sally
Salome	n.salome
Salter	n.salter
Salton	n.salton
Salvador	n.salvador
Salvatore	n.salvatore
Salzburg	n.salzburg
Sam	n.sam
Samantha	n.samantha
Samara	n.samara
Samaria	n.samaria
Sammy	n.sammy
Samoa	n.samoa
Samos	n.samos
Sampson	n.sampson
Samson	n.samson
Samsonite	n.samsonite
Samuel	n.samuel
Samuelson	n.samuelson
Sana	n.sana
Sanaa	n.sanaa
Sanchez	n.sanchez
Sancho	n.sancho
Sandburg	n.sandburg
Sanders	n.sanders
Sandman	n.sandman
Sandoval	n.sandoval
Sandra	n.sandra
Sandy	n.sandy
Sanford	n.sanford
Sanger	n.sanger
Santana	n.santana
Santee	n.santee
Santiago	n.santiago
Santos	n.santos
Sao Hải Vương	n.neptune
Sao Kim	n.venus
Sao Mộc	n.jupiter
Sao Thổ	n.saturn
Sapporo	n.sapporo
Sara	n.sara
Sarah	n.sarah
Sarajevo	n.sarajevo
Sarasota	n.sarasota
Saratoga	n.saratoga
Sarawak	n.sarawak
Sardinia	n.sardinia
Sardis	n.sardis
Sarge	n.sarge
Sargent	n.sargent
Sarto	n.sarto
Sartre	n.sartre
Sasha	n.sasha
Saskatchewan	n.sask@n.saskatchewan
Saskatoon	n.saskatoon
Sassoon	n.sassoon
Satan	n.satan
Saturn	n.saturn
Sauk	n.sauk
Saul	n.saul
Saunders	n.saunders
Savannah	n.savannah
Savoie	n.savoie
Savona	n.savona
Savoy	n.savoy
Sawyer	n.sawyer
Saxony	n.saxony
Sayer	n.sayer
Sayers	n.sayers
Scala	n.scala
Scalia	n.scalia
Scandinavia	n.scandinavia@a.scandinavian@a.scandic
Scarborough	n.scarborough
Schenectady	n.schenectady
Schick	n.schick
Schiller	n.schiller
Schindler	n.schindler
Schlegel	n.schlegel
Schlesinger	n.schlesinger
Schleswig	n.schleswig
Schmidt	n.schmidt
Schneider	n.schneider
Schoenberg	n.schoenberg
Schrodinger	n.schrodinger
Schroeder	n.schroeder
Schubert	n.schubert
Schultz	n.schultz
Schulz	n.schulz
Schumacher	n.schumacher
Schuman	n.schuman
Schumann	n.schumann
Schuyler	n.schuyler
Schuylkill	n.schuylkill
Schwartz	n.schwartz
Schwarzenegger	n.schwarzenegger
Schweitzer	n.schweitzer
Schweiz	n.schweiz
Schwerin	n.schwerin
Schwinn	n.schwinn
Scientology	n.scientology
Scilly	n.scilly
Scorpio	n.scorpio
Scorsese	n.scorsese
Scotia	n.scotia
Scotland	a.scottish
Scottie	n.scottie
Scottsdale	n.scottsdale
Scotus	n.scotus
Scrabble	n.scrabble
Scranton	n.scranton
Scribner	n.scribner
Scrooge	n.scrooge
Scruggs	n.scruggs
Sean	n.sean
Sears	n.sears
Sebastian	n.sebastian
Secunderabad	n.secunderabad
Seeger	n.seeger
Sega	n.sega
Segovia	n.segovia
Segundo	n.segundo
Seiko	n.seiko
Seine	n.seine
Seinfeld	n.seinfeld
Selangor	n.selangor
Selden	n.selden
Selena	n.selena
Selene	n.selene
Selkirk	n.selkirk
Selma	n.selma
Seminole	n.seminole
Seminoles	n.seminoles
Semitic	a.semitic
Sendai	n.sendai
Seneca	n.seneca
Senegal	n.senegal
Seoul	n.seoul
Septuagint	n.septuagint
Serbia	n.serbia@a.serbian
Serena	n.serena
Serengeti	n.serengeti
Serge	n.serge
Sergei	n.sergei
Sergio	n.sergio
Serra	n.serra
Serrano	n.serrano
Seth	n.seth
Seton	n.seton
Seuss	n.seuss
Severn	n.severn
Severus	n.severus
Seville	n.seville
Seward	n.seward
Seychelles	n.seychelles
Seymour	n.seymour
Shackleton	n.shackleton
Shaffer	n.shaffer
Shaftesbury	n.shaftesbury
Shah	n.shah
Shakespeare	n.shakespeare@a.shakespearean
Shakti	n.shakti
Shan	n.shan
Shana	n.shana
Shane	n.shane
Shang	n.shang
Shankar	n.shankar
Shanna	n.shanna
Shannon	n.shannon
Shapiro	n.shapiro
Shari	n.shari
Sharif	n.sharif
Sharon	n.sharon
Sharpe	n.sharpe
Shasta	n.shasta
Shaun	n.shaun
Shauna	n.shauna
Shaw	n.shaw
Shawn	n.shawn
Shawna	n.shawna
Shawnee	n.shawnee
Shay	n.shay
Shays	n.shays
Shea	n.shea
Shearer	n.shearer
Sheba	n.sheba
Sheena	n.sheena
Sheffield	n.sheffield
Sheila	n.sheila
Shelby	n.shelby
Sheldon	n.sheldon
Shelley	n.shelley
Shelly	n.shelly
Shelton	n.shelton
Shenandoah	n.shenandoah
Shenyang	n.shenyang
Shepard	n.shepard
Sheppard	n.sheppard
Sheraton	n.sheraton
Sherbrooke	n.sherbrooke
Sheri	n.sheri
Sheridan	n.sheridan
Sherlock	n.sherlock
Sherman	n.sherman
Sherri	n.sherri
Sherrie	n.sherrie
Sherrill	n.sherrill
Sherry	n.sherry
Sherwin	n.sherwin
Sherwood	n.sherwood
Sheryl	n.sheryl
Shetland	n.shetland
Shia	n.shia
Shiite	n.shiites
Shillong	n.shillong
Shiloh	n.shiloh
Shipman	n.shipman
Shiraz	n.shiraz
Shirley	n.shirley
Shiva	n.shiva
Shoshone	n.shoshone
Shostakovich	n.shostakovich
Shrek	n.shrek
Shreveport	n.shreveport
Shrewsbury	n.shrewsbury
Shropshire	n.shropshire
Siam	n.siam
Sian	n.sian
Sibelius	n.sibelius
Siberia	n.siberia
Sicilia	n.sicilia
Sicily	a.sicilian@n.sicily
Sid	n.sid
Siddhartha	n.siddhartha
Sidney	n.sidney
Siegfried	n.siegfried
Siena	n.siena
Sienna	n.sienna
Sierra	n.sierra
Sigmund	n.sigmund
Sikh	n.sikhs
Sikkim	n.sikkim
Silas	n.silas
Siloam	n.siloam
Silva	n.silva
Silvia	n.silvia
Sima	n.sima
Simba	n.simba
Simeon	n.simeon
Simmons	n.simmons
Simone	n.simone
Simpson	n.simpson
Simpsons	n.simpsons
Sims	n.sims
Sinai	n.sinai
Sinatra	n.sinatra
Sinbad	n.sinbad
Sinclair	n.sinclair
Sind	n.sind
Singapore	a.singaporean
Singer	n.singer
Singh	n.singh
Singleton	n.singleton
Sinh	n.sinh
Sinhala	a.sinhalese
Sion	n.sion
Sioux	n.sioux
Sirius	n.sirius
Sisley	n.sisley
Sisyphus	n.sisyphus
Sita	n.sita
Sitka	n.sitka
Siva	n.siva
Skagway	n.skagway
Skeeter	n.skeeter
Skelton	n.skelton
Skilling	n.skilling
Skinner	n.skinner
Skippy	n.skippy
Skopje	n.skopje
Skye	n.skye
Skype	n.skype
Slackware	n.slackware
Slashdot	n.slashdot
Slate	n.slate
Slater	n.slater
Slavơ	a.slavic
Sligo	n.sligo
Slipknot	n.slipknot
Sloan	n.sloan
Sloane	n.sloane
Slocum	n.slocum
Slough	n.slough
Slovakia	n.slovakia@a.slovak
Slovenia	n.slovenia@a.slovene
Smalltalk	n.smalltalk
Smirnoff	n.smirnoff
Smiths	n.smiths
Smithson	n.smithson
Smithsonian	n.smithsonian
Smurf	n.smurf
Smyrna	n.smyrna
Snell	n.snell
Snider	n.snider
Snoop	n.snoop
Snoopy	n.snoopy
Snowdon	n.snowdon
Snowdonia	n.snowdonia
Snyder	n.snyder
Socorro	n.socorro
Socrates	n.socrates
Sodom	n.sodom
Sofia	n.sofia
Soho	n.soho
Solano	n.solano
Solent	n.solent
Solihull	n.solihull
Solis	n.solis
Solomon	n.solomon
Solon	n.solon
Som	n.som
Soma	n.soma
Somalia	n.somalia
Somaliland	n.somaliland
Somerset	n.somerset
Somme	n.somme
Sondheim	n.sondheim
Sondra	n.sondra
Song Ngư	n.pisces
Song Tử	n.gemini
Sonia	n.sonia
Sonic	n.sonic
Sonja	n.sonja
Sonora	n.sonora
Sonoran	a.sonoran
Sontag	n.sontag
Sonya	n.sonya
Sophia	n.sophia
Sophie	n.sophie
Sophocles	n.sophocles
Sora	n.sora
Sorrento	n.sorrento
Sosa	n.sosa
Soto	n.soto
Sou	n.sou
SourceForge	n.sourceforge
Sousa	n.sousa
Souter	n.souter
Southampton	n.southampton
Southland	n.southland
Southport	n.southport
Southwark	n.southwark
Soweto	n.soweto
Soyuz	n.soyuz
Sparta	n.sparta@a.spartan
Spartacus	n.spartacus
Spartans	n.spartans
Spearman	n.spearman
Spears	n.spears
Speer	n.speer
Spence	n.spence
Spencer	n.spencer
Spenser	n.spenser
Sperry	n.sperry
Spicer	n.spicer
Spielberg	n.spielberg
Spinoza	n.spinoza
Spiro	n.spiro
Spitfire	n.spitfire
Spitz	n.spitz
Spock	n.spock
Spode	n.spode
Spokane	n.spokane
Springer	n.springer
Springfield	n.springfield
Springsteen	n.springsteen
Spurs	n.spurs
Sputnik	n.sputnik
Squibb	n.squibb
Sri	n.sri
Sri Lanka	a.lankan
Srinagar	n.srinagar
Stacey	n.stacey
Staci	n.staci
Stacie	n.stacie
Stacy	n.stacy
Stafford	n.stafford
Staffordshire	n.staffordshire
Stalin	n.stalin@a.stalinist
Stallone	n.stallone
Stamford	n.stamford
Stan	n.stan
Standish	n.standish
Stanford	n.stanford
Stang	n.stang
Stanhope	n.stanhope
Stanley	n.stanley
Stanton	n.stanton
Starbucks	n.starbucks
Starkey	n.starkey
Starr	n.starr
Staten	n.staten
Stavanger	n.stavanger
Ste	n.ste
Steele	n.steele
Steen	n.steen
Stefan	n.stefan
Stefanie	n.stefanie
Stein	n.stein
Steinbeck	n.steinbeck
Steiner	n.steiner
Steinway	n.steinway
Stella	n.stella
Stephan	n.stephan
Stephanie	n.stephanie
Stephens	n.stephens
Stephenson	n.stephenson
Sterling	n.sterling
Stern	n.stern
Sterne	n.sterne
Stetson	n.stetson
Steuben	n.steuben
Steven	n.steven
Stevenage	n.stevenage
Stevens	n.stevens
Stevenson	n.stevenson
Stevie	n.stevie
Stewart	n.stewart
Stiles	n.stiles
Stiller	n.stiller
Stine	n.stine
Stirling	n.stirling
Stockholm	n.stockholm
Stockport	n.stockport
Stockton	n.stockton
Stoke	n.stoke
Stoker	n.stoker
Stokes	n.stokes
Stonehenge	n.stonehenge
Stover	n.stover
Stowe	n.stowe
Strafford	n.strafford
Strasbourg	n.strasbourg
Strathclyde	n.strathclyde
Straus	n.straus
Strauss	n.strauss
Stravinsky	n.stravinsky
Streisand	n.streisand
Strickland	n.strickland
Stripe	n.stripe
Striper	n.striper
Stroud	n.stroud
Stu	n.stu
Stuart	n.stuart
Studebaker	n.studebaker
Stull	n.stull
Stuttgart	n.stuttgart
Styx	n.styx
Suarez	n.suarez
Subaru	n.subaru
Sucre	n.sucre
Sudan	n.sudan
Sudbury	n.sudbury
Sue	n.sue
Suez	n.suez
Suffolk	n.suffolk
Sufi	n.sufi
Sui	n.sui
Suisse	n.suisse
Sulawesi	n.sulawesi
Sulla	n.sulla
Sullivan	n.sullivan
Sumatra	n.sumatra
Sumer	n.sumer
Summers	n.summers
Sumner	n.sumner
Sumter	n.sumter
Sunderland	n.sunderland
Sunni	n.sunni
Sunnyvale	n.sunnyvale
Suomi	n.suomi
Superbowl	n.superbowl
Superfund	n.superfund
Superman	n.superman
Sur	n.sur
Surabaya	n.surabaya
Surat	n.surat
Suriname	n.suriname
Surrey	n.surrey
Surya	n.surya
Susana	n.susana
Susanna	n.susanna
Susannah	n.susannah
Susanne	n.susanne
Susie	n.susie
Susquehanna	n.susquehanna
Sussex	n.sussex
Sutherland	n.sutherland
Sutton	n.sutton
Suva	n.suva
Suwanee	n.suwanee
Suwannee	n.suwannee
Suzanne	n.suzanne
Suzhou	n.suzhou
Suzuki	n.suzuki
Suzy	n.suzy
Svalbard	n.svalbard
Sven	n.sven
Sverige	n.sverige
Swahili	a.swahili
Swain	n.swain
Swank	n.swank
Swansea	n.swansea
Swanson	n.swanson
Swatch	n.swatch
Swaziland	n.swaziland
Sweeney	n.sweeney
Swift	n.swift
Swinburne	n.swinburne
Swindon	n.swindon
Swisher	n.swisher
Switzer	n.switzer
Sybil	n.sybil
Sykes	n.sykes
Sylvester	n.sylvester
Sylvia	n.sylvia
Sylvie	n.sylvie
Symonds	n.symonds
Syn	n.syn
Syracuse	n.syracuse
Syria	n.syr@n.syria@a.syrian
Sài Gòn	n.saigon
Séc	a.czech
Síp	a.cypriot
Sơn Đông	n.shandong
TAT	n.tat
TBS	n.tbs
TBSP	n.tbsp
TERR	n.terr
TIFF	n.tiff
TV	n.tvs
TYP	n.typ
Tabasco	n.tabasco
Tabitha	n.tabitha
Tabor	n.tabor
Tacitus	n.tacitus
Tacoma	n.tacoma
Taft	n.taft
Tagore	n.tagore
Tahiti	a.tahitian@n.tahiti
Tahoe	n.tahoe
Tai	n.tai
Taichung	n.taichung
Taipei	n.taipei
Tajik	a.tajik
Tajikistan	n.tajikistan
Tala	n.tala
Talbot	n.talbot
Taliban	n.taliban
Tallahassee	n.tallahassee
Talley	n.talley
Tallinn	n.tallinn
Talmud	n.talmud
Tam	n.tam
Tam vị nhất thể	n.trinity
Tamara	n.tamara
Tami	n.tami
Tamil	a.tamil
Tammany	n.tammany
Tammy	n.tammy
Tampere	n.tampere
Tamworth	n.tamworth
Tan	n.tan
Tana	n.tana
Tangier	n.tangier
Tania	n.tania
Tanner	n.tanner
Tanya	n.tanya
Tanzania	n.tanzania
Taos	n.taos
Tara	n.tara
Tarantino	n.tarantino
Tarragona	n.tarragona
Tarrytown	n.tarrytown
Tartu	n.tartu
Tarzan	n.tarzan
Tasha	n.tasha
Tashkent	n.tashkent
Tasman	n.tasman
Tasmania	a.tasmanian@n.tasmania
Tass	n.tass
Tate	n.tate
Tatiana	n.tatiana
Tatum	n.tatum
Taunton	n.taunton
Taurus	n.taurus
Tayside	n.tayside
Tbilisi	n.tbilisi
Tchaikovsky	n.tchaikovsky
Technics	n.technics
Tecumseh	n.tecumseh
Ted	n.ted
Tehran	n.tehran
Telecaster	n.telecaster
Telemark	n.telemark
Telluride	n.telluride
Telnet	n.telnet
Tempe	n.tempe
Tenerife	n.tenerife
Tenn	n.tenn
Tennyson	n.tennyson
Terence	n.terence
Teresa	n.teresa
Teri	n.teri
Terra	n.terra
Terrance	n.terrance
Terrell	n.terrell
Terrence	n.terrence
Terri	n.terri
Terry	n.terry
Tesla	n.tesla
Tess	n.tess
Tessa	n.tessa
Teton	n.teton
Tex	n.tex
Texaco	n.texaco
Texans	n.texans
Thad	n.thad
Thaddeus	n.thaddeus
Thales	n.thales
Thalia	n.thalia
Thames	n.thames
Thane	n.thane
Thanh	n.thanh
Thanh Đảo	n.qingdao
Thar	n.thar
Tharp	n.tharp
Thatcher	n.thatcher
Thea	n.thea
Thebes	n.thebes
Thelma	n.thelma
Theodore	n.theodore
Theresa	n.theresa
Therese	n.therese
Theron	n.theron
Thessaloniki	n.thessaloniki
Thiên Bình	n.libra
Thiên Chúa giáo	n.christendom
Thiên Tân	n.tianjin
Thiên Vương tinh	n.uranus
Thompson	n.thompson
Thomson	n.thomson
Thor	n.thor
Thoreau	n.thoreau
Thorndike	n.thorndike
Thornton	n.thornton
Thorp	n.thorp
Thorpe	n.thorpe
Thoth	n.thoth
Thrace	n.thrace
Thrashers	n.thrashers
Thule	n.thule
Thunderbird	n.thunderbird
Thur	n.thur
Thurman	n.thurman
Thurmond	n.thurmond
Thurrock	n.thurrock
Thành Đô	n.chengdu
Thái Lan	a.thai
Thượng Hải	n.shanghai
Thế vận hội	n.olympics@a.olympic
Thổ Nhĩ Kỳ	a.turkish
Thụy Sĩ	a.swiss@n.switzerland
Thụy Điển	a.swedish
Thứ Ba	n.tues
Thứ Bảy	n.saturdays
Thứ Hai	n.mondays
Thứ năm	n.thurs
Tia	n.tia
Tiberius	n.tiberius
Ticketmaster	n.ticketmaster
Tiffany	n.tiffany
Tigre	n.tigre
Tigris	n.tigris
Tijuana	n.tijuana
Tiki	n.tiki
Tilburg	n.tilburg
Tilbury	n.tilbury
Tillman	n.tillman
Timaru	n.timaru
Timberland	n.timberland
Timbuktu	n.timbuktu
Timex	n.timex
Timmy	n.timmy
Timothy	n.timothy
Tin Lành	n.protestantism
Tin lành	a.protestant
Tina	n.tina
Ting	n.ting
Tinkerbell	n.tinkerbell
Tipperary	n.tipperary
Tirol	n.tirol
Titan	n.titans@n.titan
Titanic	n.titanic
Tito	n.tito
Titus	n.titus
Tivoli	n.tivoli
Tiệp Khắc	n.czechoslovakia
Tobago	n.tobago
Tobey	n.tobey
Tobias	n.tobias
Toby	n.toby
Tocqueville	n.tocqueville
Tod	n.tod
Todd	n.todd
Togo	n.togo
Tokyo	n.tokyo
Toledo	n.toledo
Tolkien	n.tolkien
Tolstoy	n.tolstoy
Tomas	n.tomas
Tomcat	n.tomcat
Tomlin	n.tomlin
Tommy	n.tommy
Tompkins	n.tompkins
Toms	n.toms
Tong	n.tong
Tonga	n.tonga
Toni	n.toni
Tonkin	n.tonkin
Tonya	n.tonya
Tootsie	n.tootsie
Toowoomba	n.toowoomba
Topeka	n.topeka
Topsy	n.topsy
Tor	n.tor
Torah	n.torah
Torbay	n.torbay
Tori	n.tori
Tories	n.tories
Torino	n.torino
Torquay	n.torquay
Torrance	n.torrance
Torres	n.torres
Tors	n.tors
Tortola	n.tortola
Tortuga	n.tortuga
Torvalds	n.torvalds
Tory	n.tory
Tosca	n.tosca
Toscana	n.toscana
Toto	n.toto
Toulon	n.toulon
Toulouse	n.toulouse
Townes	n.townes
Townsend	n.townsend
Townsville	n.townsville
Toyota	n.toyota
Tracey	n.tracey
Traci	n.traci
Tracie	n.tracie
Tracy	n.tracy
Trafalgar	n.trafalgar
Tralee	n.tralee
Tran	n.tran
Transylvania	n.transylvania
Travis	n.travis
Travolta	n.travolta
Trent	n.trent
Trento	n.trento
Trenton	n.trenton
Trevino	n.trevino
Treviso	n.treviso
Trevor	n.trevor
Trey	n.trey
Triassic	n.triassic
Tribune	n.tribune
Tricia	n.tricia
Trier	n.trier
Trieste	n.trieste
Trina	n.trina
Trinidad	n.trinidad
Trinity	n.trinity
Tripoli	n.tripoli
Tripura	n.tripura
Trisha	n.trisha
Tristan	n.tristan
Tristram	n.tristram
Triton	n.triton
Trivandrum	n.trivandrum
Trivium	n.trivium
Tron	n.tron
Trondheim	n.trondheim
Tropicana	n.tropicana
Trotsky	n.trotsky
Trotter	n.trotter
Trowbridge	n.trowbridge
Troy	n.troy@a.trojan
Truckee	n.truckee
Trudeau	n.trudeau
Trudy	n.trudy
Trujillo	n.trujillo
Truman	n.truman
Trumbull	n.trumbull
Trump	n.trump
Trung Đông	n.mideast
Truro	n.truro
Trùng Khánh	n.chongqing
Tucker	n.tucker
Tucson	n.tucson
Tudor	n.tudor
Tufts	n.tufts
Tui	n.tui
Tulane	n.tulane
Tull	n.tull
Tulsa	n.tulsa
Tun	n.tun
Tunis	n.tunis
Tunisia	n.tunisia@a.tunisian
Tupperware	n.tupperware
Turin	n.turin
Turing	n.turing
Turkmenistan	n.turkmenistan@a.turkmen
Turku	n.turku
Turner	n.turner
Turpin	n.turpin
Tuscaloosa	n.tuscaloosa
Tuscany	a.tuscan@n.tuscany
Tuskegee	n.tuskegee
Tuvalu	n.tuvalu
Twain	n.twain
Twickenham	n.twickenham
Tycho	n.tycho
Tylenol	n.tylenol
Tyler	n.tyler
Tyndale	n.tyndale
Tyndall	n.tyndall
Tyne	n.tyne
Tyr	n.tyr
Tyrone	n.tyrone
Tyson	n.tyson
Tây An	n.xian
Tây Tạng	n.tibet@a.tibetan
Tết	n.tet
Tứ Xuyên	n.sichuan
UFO	n.ufos
UHF	n.uhf
URL	n.urls
UTS	n.uts
Ubuntu	n.ubuntu
Udall	n.udall
Udo	n.udo
Ufa	n.ufa
Uganda	a.ugandan@n.uganda
Ukraine	n.ukr@n.ukraine@a.ukrainian
Ulm	n.ulm
Ulster	n.ulster
Ultima	n.ultima
Ulysses	n.ulysses
Umbria	n.umbria
Underwood	n.underwood
Unicode	n.unicode
Unilever	n.unilever
Updike	n.updike
Uppsala	n.uppsala
Upton	n.upton
Ural	n.ural
Urdu	n.urdu
Uriah	n.uriah
Uris	n.uris
Urquhart	n.urquhart
Ursula	n.ursula
Uruguay	a.uruguayan@n.uruguay
Usenet	n.usenet
Ute	n.ute
Utes	n.utes
Utica	n.utica
Utrecht	n.utrecht
Uzbekistan	n.uzbekistan@a.uzbek
Uzi	n.uzi
VARS	n.vars
VAS	n.vas
VEL	n.vel
VHF	n.vhf
VII	n.vii
VIII	n.viii
VIM	n.vim
VIP	n.vips
VOC	n.voc
Vader	n.vader
Vail	n.vail
Val	n.val
Valdez	n.valdez
Vale	n.vale
Valencia	n.valencia
Valenti	n.valenti
Valentin	n.valentin
Valentino	n.valentino
Valera	n.valera
Valeria	n.valeria
Valerie	n.valerie
Valery	n.valery
Valhalla	n.valhalla
Valium	n.valium
Valladolid	n.valladolid
Vallejo	n.vallejo
Valletta	n.valletta
Valparaiso	n.valparaiso
Vance	n.vance
Vancouver	n.vancouver
Vanderbilt	n.vanderbilt
Vanessa	n.vanessa
Vang	n.vang
Vans	n.vans
Vanuatu	n.vanuatu
Varanasi	n.varanasi
Varese	n.varese
Vargas	n.vargas
Varna	n.varna
Vasquez	n.vasquez
Vassar	n.vassar
Vatican	n.vatican
Vaughan	n.vaughan
Vaughn	n.vaughn
Vazquez	n.vazquez
Veda	n.veda@a.vedic
Vedas	n.vedas
Vega	n.vega
Vela	n.vela
Velasquez	n.velasquez
Velcro	n.velcro
Velez	n.velez
Velma	n.velma
Ven	n.ven
Venezia	n.venezia
Venezuela	n.venezuela
Venice	n.venice
Venn	n.venn
Ventura	n.ventura
Venus	n.venus
Vera	n.vera
Veracruz	n.veracruz
Verdi	n.verdi
Verizon	n.verizon
Vermeer	n.vermeer
Vermont	n.vermont
Vern	n.vern
Verna	n.verna
Verne	n.verne
Vernon	n.vernon
Verona	n.verona
Veronica	n.veronica
Versailles	n.versailles
Vert	n.vert
Vesta	n.vesta
Viacom	n.viacom
Vic	n.vic
Vicente	n.vicente
Vichyhammerstein	n.vichy
Vicki	n.vicki
Vickie	n.vickie
Vicksburg	n.vicksburg
Vicky	n.vicky
Victor	n.victor
Vida	n.vida
Vidal	n.vidal
Vidar	n.vidar
Vienna	n.vienna@a.viennese
Vigo	n.vigo
Vijayawada	n.vijayawada
Viking	n.viking
Vikings	n.vikings
Vila	n.vila
Villarreal	n.villarreal
Villeneuve	n.villeneuve
Vilnius	n.vilnius
Vina	n.vina
Vince	n.vince
Vincennes	n.vincennes
Vincent	n.vincent
Vinci	n.vinci
Vineland	n.vineland
Vinson	n.vinson
Viola	n.viola
Virgil	n.virgil
Virginia	a.virginian
Virgo	n.virgo
Visakhapatnam	n.visakhapatnam
Visconti	n.visconti
Vishnu	n.vishnu
Vista	n.vista
Vita	n.vita
Vito	n.vito
Vivaldi	n.vivaldi
Vivian	n.vivian
Vivienne	n.vivienne
Viêng Chăn	n.vientiane
Việt Cộng	n.vietcong
Việt Nam	a.vietnamese
Vlad	n.vlad
Vladimir	n.vladimir
Vladivostok	n.vladivostok
Voldemort	n.voldemort
Volga	n.volga
Volkswagen	n.volkswagen
Volta	n.volta
Voltaire	n.voltaire
Volvo	n.volvo
Vonnegut	n.vonnegut
Voyager	n.voyager
Vries	n.vries
Vuitton	n.vuitton
Vulcan	n.vulcan
Vân Nam	n.yunnan
Vũ Hán	n.wuhan
WAC	n.wac
WAN	n.wan
WHSLE	n.whsle
WIS	n.wis
Wabash	n.wabash
Wacker	n.wacker
Waco	n.waco
Wade	n.wade
Waggoner	n.waggoner
Wagner	n.wagner
Wagoner	n.wagoner
Waikiki	n.waikiki
Wailers	n.wailers
Wainwright	n.wainwright
Waite	n.waite
Waits	n.waits
Wakefield	n.wakefield
Wal	n.wal
Walcott	n.walcott
Wald	n.wald
Walden	n.walden
Waldo	n.waldo
Waldorf	n.waldorf
Walgreen	n.walgreen
Walker	n.walker
Wallace	n.wallace
Waller	n.waller
Wallis	n.wallis
Wally	n.wally
Walmart	n.walmart
Walpole	n.walpole
Walsall	n.walsall
Walsh	n.walsh
Walt	n.walt
Walter	n.walter
Walters	n.walters
Walton	n.walton
Wanda	n.wanda
Wandsworth	n.wandsworth
Wang	n.wang
Warhol	n.warhol
Waring	n.waring
Warner	n.warner
Warren	n.warren
Warrington	n.warrington
Warsaw	n.warsaw
Wartburg	n.wartburg
Warwick	n.warwick
Warwickshire	n.warwickshire
Wasatch	n.wasatch
Waterbury	n.waterbury
Waterford	n.waterford
Watergate	n.watergate
Waterloo	n.waterloo
Waterman	n.waterman
Watkins	n.watkins
Watson	n.watson
Watts	n.watts
Waugh	n.waugh
Waverley	n.waverley
Wayland	n.wayland
Wayne	n.wayne
Weaver	n.weaver
Webb	n.webb
Weber	n.weber
Webster	n.webster
Wedgwood	n.wedgwood
Wei	n.wei
Weill	n.weill
Weimar	n.weimar
Weinberg	n.weinberg
Weiss	n.weiss
Weizmann	n.weizmann
Weldon	n.weldon
Welland	n.welland
Weller	n.weller
Welles	n.welles
Wellesley	n.wellesley
Wellington	n.wellington
Wells	n.wells
Wembley	n.wembley
Wen	n.wen
Wendell	n.wendell
Wendi	n.wendi
Wendy	n.wendy
Wentworth	n.wentworth
Werner	n.werner
Wesley	n.wesley
Wesleyan	n.wesleyan
Wessex	n.wessex
Wesson	n.wesson
Wester	n.wester
Westfalen	n.westfalen
Westinghouse	n.westinghouse
Westminster	n.westminster
Westmorland	n.westmorland
Weston	n.weston
Westphalia	n.westphalia
Wexford	n.wexford
Weymouth	n.weymouth
Wharton	n.wharton
Wheatley	n.wheatley
Wheeler	n.wheeler
Whipple	n.whipple
Whistler	n.whistler
Whitaker	n.whitaker
Whitechapel	n.whitechapel
Whitefield	n.whitefield
Whitehall	n.whitehall
Whitehead	n.whitehead
Whitehorse	n.whitehorse
Whiteley	n.whiteley
Whitfield	n.whitfield
Whiting	n.whiting
Whitley	n.whitley
Whitman	n.whitman
Whitney	n.whitney
Whitsunday	n.whitsunday
Whittier	n.whittier
Whittington	n.whittington
Whyalla	n.whyalla
Wicca	n.wicca
Wichita	n.wichita
Wicklow	n.wicklow
Widener	n.widener
Wien	n.wien
Wiesbaden	n.wiesbaden
Wiesel	n.wiesel
Wigan	n.wigan
Wiggins	n.wiggins
Wight	n.wight
Wikipedia	n.wikipedia
Wilber	n.wilber
Wilbur	n.wilbur
Wilcox	n.wilcox
Wilde	n.wilde
Wilder	n.wilder
Wildwood	n.wildwood
Wiley	n.wiley
Wilfred	n.wilfred
Wilhelm	n.wilhelm
Wilkerson	n.wilkerson
Wilkes	n.wilkes
Wilkins	n.wilkins
Wilkinson	n.wilkinson
Willa	n.willa
Willamette	n.willamette
Willard	n.willard
Williamsburg	n.williamsburg
Williamson	n.williamson
