29	n.xxix
درستی	n+f.rectification
درسی کتاب	n+f.textbook
درسی کتابیں	n+f.textbooks
درمیان	n+m.middle@prep.inter@n+m.midst@prep.amidst@prep.tween
درمیان میں	prep.amid
درمیان میں آنا	v.mediates
درمیان میں ڈالنا	v.interpolated
درمیانا وزن	n+m.middleweight
درمیانہ رو	a.centrist
درمیانی	a.middle@a.medium@a.mid@a.intermediate@a.median@a.midway@n+m.intermediary@a.intermediary@a.intervening@a.medial@n+m.intermediates@a.interstitial
درمیانی اقدار	n+f.medians
درمیانی سائز	a.midsize
درمیانی عرصہ	n+m.interim
درمیانی علاقے	n+m.midlands
درمیانی لکیر	n+f.midline
درمیانی مدت	n+f.interval
درمیانی مدت کا	a.midterm
درمیانی نقطہ	n+m.midpoint
درندگی	n+f.ferocity
درندہ	n+m.beast
دروازہ	n+m.door@n+m.gate@n+f.entrance@n+f.porte
دروازے	n+m.doors@n+m.gates@n+m.gateways@n+m.doorways
دروازے والا	a.gated
دروازے کا گھر	n+m.gatehouse
دروازے کی چوکھٹ	n+m.doorway
درواچہ	n+f.hatch
درکار	v.required
درگاہ	n+f.shrine
درہم	n+m.dirham
دری	n+f.mat@n+f.rug
دریا	n+m.river@n+m.rivers@n+m.riv
دریا کا بستر	n+m.riverbed
دریا کا سرا	n+m.riverhead
دریا کا منبع	n+m.headwaters
دریا کا کنارہ	n+m.riverbank
دریا کنارہ	n+m.riverside@n+m.riverfront
دریا کے کنارے	a.riverside
دریائی	a.riverine@a.fluvial
دریائی خلیجیں	n+f.estuaries
دریائی کشتی	n+f.riverboat
دریائی کنارے کا	a.riparian
دریائی گھوڑا	n+m.hippo@n+m.hippopotamus
دریائے سندھ	n+m.indus
دریافت	n+f.discovery@n+m.exploration
دریافت شدہ	a.explored
دریافت کرنا	v.discover@v.detect@v.exploring@v.inquire@v.discovering@v.discovers@v.unearthed@vt.unearth
دریافت کرنے والا	n+m.discoverer
دریافت کیا	v.discovered
دریافتیں	n+f.discoveries
دریں اثنا	ad.meanwhile
دس	n+m.ten@a.ten@n+m.tens
دس رکنی کھیل	n+m.decathlon
دس سال	n+f.decade
دس سینٹ	n+m.dimes
دس لاکھ	n+m.million
دس لاکھواں	a.millionth
دست	n+f.diarrhoea
دست دوم	a.secondhand
دستانہ	n+m.glove@n+m.mitten
دستانہ آہنی	n+m.gauntlet
دستانے	n+m.gloves@n+f.mittens@n+f.mitts
دستاویز	n+m.document@n+m.doc@n+f.deed
دستاویز بنانا	v.document@v.documenting
دستاویز بنایا	v.documented
دستاویزات	n+f.documents@n+f.documentation@n+m.docs@n+f.deeds@n+m.dossier@n+m.dossiers
دستاویزی	a.documentary@a.documented
دستاویزی فلم	n+f.documentary
دستاویزی فلمیں	n+f.documentaries
دستبردار ہونا	vt.renounce
دستبرداری	n+m.waiver
دستبرداری نامے	n+m.disclaimers
دستخط	n+m.signature@n+m.signing@n+f.sig@n+m.signatures@n+m.autographs@n+m.autograph
دستخط شدہ	a.signed@a.autographed@n+m.sgd
دستخط نہ شدہ	a.unsigned
دستخط کرتا ہے	v.signs
دستخط کرنا	v.sign@v.signing@v.autograph@n+f.signings
دستخط کرنے والے	n+m.signers
دستخط کنندگان	n+m.signatories
دستخط کنندہ	n+m.undersigned@n+m.signatory@n+m.signer
دستخط کیے	v.signed@v.autographed
دستخطی	a.signatory
دسترخوان	n+f.tablecloth@n+f.tablecloths
دستک	n+f.knock@n+f.knocking@n+m.knocks
دستک دی	v.knocked
دستک دینا	v.knock@v.knocking@v.knocks
دستک دینے والا	n+m.knocker
دستک دینے والے	n+m.knockers
دستکار	n+m.artisans
دستکاری	n+m.craft@n+f.handicrafts@n+f.craftsmanship@n+m.handicraft
دستکاری شدہ	a.crafted
دستکاریاں	n+m.crafts
دستہ	n+m.squad@n+m.knob@n+m.contingent@n+m.troop
دستی	a.manual@a.manuals
دستی بم	n+f.grenades
دستی طور پر	ad.manually
دستی کتاب	n+m.manual
دستیاب	a.available
دستیاب نہیں	a.unavailable
دستیابی	n+f.availability
دستے	n+m.troops@n+m.handles@n+m.knobs@n+f.squads
دسمبر	n+m.december@n+m.dec
دسواں	a.tenth
دسواں حصہ	n+m.tenth
دسویں حصے	n+m.tenths
دشمن	n+m.enemy@n+m.enemies@a.hostile@n+m.foe@n+f.nemesis@n+m.foes@n+m.adversary
دشمنانہ	a.antagonistic
دشمنی	n+f.hostility@n+f.feud@n+m.antagonism@n+f.animosity@n+f.enmity
دشمنیاں	n+f.hostilities
دشواری	n+f.difficulty
دعا	n+f.prayer@n+f.invocation@n+f.benediction
دعا دینا	v.bless@v.blessing
دعا کرتا ہے	vi.prays
دعا کرنا	v.pray@v.praying
دعا کی	v.prayed
دعائیں	n+f.prayers@n+f.invocations
دعوت	n+f.invite@n+f.invitation@n+f.treats
دعوت دیتا ہے	v.invites
دعوت دینا	v.invite@v.inviting
دعوت نامہ	n+m.invitation
دعوت نامہ بھیجنا	v.evite
دعوت کھانا	v.feasting
دعوتی	a.invitational
دعوتیں	n+f.invitations@n+f.invites@n+f.banquets@n+f.feasts
دعویدار	n+m.claimant@n+m.claimants@n+m.contender@n+m.contenders
دعویٰ	n+m.claim@n+f.assertion@n+m.contention
دعویٰ شدہ	a.claimed@a.asserted
دعویٰ کرتا ہے	v.claims@vt.purports
دعویٰ کرنا	v.claim@v.claiming@v.assert@v.asserted@v.asserts@v.contends@v.alleges@v.asserting@v.contended@vt.profess@v.professed@v.contending@vt.purport@v.purporting
دعویٰ کیا	v.claimed
دعوے	n+m.claims@n+f.assertions@n+f.contentions
دغاباز	a.treacherous
دغابازی	n+f.treachery
دف	n+f.tambourine
دفاتر	n+m.offices
دفاع	n+f.defence
دفاع شدہ	a.defended
دفاع کرنا	v.defend@v.defending@v.defended@v.defends
دفاعات	n+f.defences
دفاعی	a.defensive@a.defending
دفاعی طور پر	ad.defensively
دفتر	n+m.office@n+m.bureau@n+m.workplace
دفتری	a.clerical
دفع کرنے والے	n+m.repellents
دفن	a.buried
دفن کرنا	v.inter@v.bury
دفنانا	v.burying
دفنایا	v.buried@v.interred
دقیانوسی	a.stereotypical@a.stereotyped
دقیانوسی تصورات	n+m.stereotypes
دقیانوسی خیال	n+m.stereotype
دقیانوسی سوچ رکھنا	v.stereotypes@v.stereotype
دل	n+m.heart@n+m.hearts
دل توڑنے والا	a.heartbreaking@n+m.heartbreaker
دل سے	a.heartfelt
دل و جان سے	ad.wholeheartedly
دل و پھیپھڑوں کا	a.cardiopulmonary
دل والا	a.hearted
دل ٹوٹنا	n+m.heartbreak
دل کا	a.cardiac
دل کا خانہ	n+m.ventricle
دل کا درد	n+f.angina@n+f.heartache
دل کا کیڑا	n+m.heartworm
دل کش	a.breathtaking
دل کو چھونے والا	a.touching@a.heartwarming
دل کھول کر	a.hearty@ad.heartily
دل کی اندرونی جھلی کی سوزش	n+f.endocarditis
دل کی تیز دھڑکن	n+f.tachycardia
دل کی دھڑکن	n+f.heartbeat
دل کی دھڑکن آلہ	n+m.pacemakers
دل کی دھڑکن بحال کرنے والے	n+m.defibrillators
دل کی دھڑکن فی منٹ	n+m.bpm
دل کی دھڑکنیں	n+f.heartbeats
دل کی پٹھوں کی بیماری	n+f.cardiomyopathy
دل کے پٹھے	n+m.myocardium
دل گداز	a.poignant
دلائل	n+f.rationales
دلائی	n+m.dalai
دلال	n+m.broker@n+m.brokers@n+m.pimp@n+m.tout@n+m.touts@n+m.pimps
دلالی	n+f.brokerage@n+f.brokerages@n+f.broking
دلالی کرنا	v.pimp
دلالی کی	v.brokered
دلدادہ	a.smitten
دلدار	n+m.beau
دلدل	n+f.marsh@n+f.swamp@n+m.moor@n+f.slough@n+f.bog@n+f.fen@n+f.marshes@n+f.swamps@n+m.quagmire@n+f.quicksand
دلدل میں پھنسنا	v.bogged
دلدلی زمین	n+f.wetland@n+f.moorland
دلدلی ندی	n+m.bayou
دلدلیں	n+f.bogs
دلفریب	a.glamorous@n+m.charmer
دلچسپ	a.interesting@a.exciting@a.fascinating@a.amusing@a.intriguing@a.absorbing@a.gripping@a.riveting@a.engrossing
دلچسپ بات یہ ہے	ad.interestingly
دلچسپی	n+f.interest@n+m.attraction
دلچسپی رکھتا ہے	v.interests
دلچسپی رکھنے والا	a.interested
دلچسپی لینا	v.interest@v.indulge
دلچسپیاں	n+f.interests
دلکش	a.sexy@a.attractive@a.fascinating@a.charming@a.engaging@a.appealing@a.inviting@a.catchy@a.quaint@a.enchanting@a.seductive@a.captivating@a.fetching@a.arresting@a.enticing@a.alluring@a.endearing@a.delectable@a.disarming@a.winsome
دلکش طور پر	ad.attractively
دلکشی	n+f.charm
دلکی چال	v.trotting
دلہن	n+f.bride
دلہن کا	a.bridal
دلہن کی سہیلی	n+f.bridesmaid
دلہن کی سہیلیاں	n+f.bridesmaids
دلہنیں	n+f.brides
دلیا	n+m.grits@n+m.porridge
دلیر	a.daring
دلیری	n+f.audacity
دلیری سے	ad.boldly
دلیل	n+f.argument@n+m.arg@n+f.reasoning@n+f.rationale
دلیل بازی	n+f.argumentation
دلیل دی	v.argued@v.reasoned
دلیل دینا	v.argue@v.plead
دلیل سازی	n+f.rationalization
دلیل سے	a.reasoned
دلیلہ	n+f.delilah
دلیلیں	n+f.arguments
دلیہ	n+f.mush
دم	n+f.tail
دم دار ستارے	n+m.comets
دم والا	a.tailed
دم کا	a.caudal
دم کا حصہ	n+f.rumps
دم گھٹنا	v.choke@n+f.choke@v.smother@n+m.suffocation
دم گھٹنے والا	a.choking
دماغ	n+m.brain@n+m.brains
دماغ کی سوزش	n+f.encephalitis
دماغی	a.cerebral
دماغی بیماری	n+f.encephalopathy
دماغی خون کی نالیوں کا	a.cerebrovascular
دماغی ریڑھ کا	a.cerebrospinal
دماغی شکن	n+m.gyrus
دماغی چوٹ	n+f.concussion
دمتری	n+m.dmitri
دمدار ستارہ	n+m.comet
دمشق	n+m.damascus
دمشقی کپڑا	n+m.damask
دمن	n+m.daman
دمہ	n+m.asthma
دمیں	n+f.tails
دمے کا	a.asthmatic
دمے کا مریض	n+m.asthmatic
دن	n+m.day@n+m.days@n+m.jour@n+m.diem
دن کا	a.diurnal
دن کا بستر	n+m.daybed
دن کا خواب	n+f.daydream
دن کا شو	n+f.matinee
دن کا وقت	n+m.daytime
دن کی روشنی	n+f.daylight
دندان ساز	n+m.dentist
دندان سازی	n+f.dentistry
دندانہ	n+m.cog
دندانہ دار	a.jagged@a.indented@a.notched@a.serrated
دندانہ دار پہیہ	n+m.sprocket
دندانے	n+m.cogs
دندانے دار پہیے	n+m.sprockets
دنگ کیا	v.stunned
دنیا	n+f.world@n+m.monde
دنیا بھر	a.worldwide
دنیا بھر میں	ad.worldwide
دنیا دار	a.worldly
دنیائیں	n+f.worlds
دنیاوی	a.earthly@a.mundane@a.worldly
دو	n+m.two@a.two@n+m.duo@n+m.deuce@n+m.twos
دو بار	ad.twice@ad.bis
دو جماعتی	a.bipartisan
دو جنسی	a.bisexual@n+m.bisexual@n+m.bisexuals@a.hermaphrodite
دو حدی	n+m.binomial
دو خطی	a.bilinear
دو دلا	a.ambivalent
دو رقمی	a.binary
دو زبانی	a.bilingual
دو زبانیت	n+m.bilingualism
دو سال	n+m.biennium
دو سالہ	a.biennial
دو سو سالہ	a.bicentennial
دو شاخی	n+f.bifurcation
دو طرفہ	a.bilateral@a.bidirectional@a.bipartite
دو قطبی	a.bipolar
دو لوٹھی کشتی	n+f.catamaran
دو ماہ میں	ad.bimonthly
دو ماہی	a.bimonthly
دو منزلہ مکانات	n+f.duplexes
دو نامی	a.binomial
دو نشستی صوفہ	n+f.loveseat
دو نظری	a.bifocal
دو ٹانگوں کے درمیان	n+f.crotch
دو کانی	a.binaural
دوئیت	n+f.dichotomy@n+f.dualism
دوا خانہ	n+m.pharmacy
دوا دینا	v.administer@v.medicated
دوا ساز	a.pharmaceuticals@n+m.apothecary
دوا سازی	a.pharmacological
دوا سازی کا	a.pharmaceutical@a.pharmacologic
دوا ملا	a.medicated
دوا کی دکان	n+f.drugstore
دوائی	n+f.drug@n+f.medicine@n+f.med@n+f.medication@a.medicinal
دوائی کی دکانیں	n+f.pharmacies@n+f.drugstores
دوائیں	n+f.drugs@n+f.medicines
دواخانہ	n+f.dispensary
دوام	n+f.permanence@n+f.perpetuity
دوام دینا	v.perpetuating
دوبارہ	ad.again@n+m.encore@a.redux
دوبارہ آباد کاری	n+m.resettlement
دوبارہ آباد کرنا	vt.rehabilitate
دوبارہ اتحاد	n+f.reunification
دوبارہ اجازت	n+f.reauthorization
دوبارہ اجرا	n+f.reissue
دوبارہ استعمال	n+m.recycling@n+m.reuse
دوبارہ استعمال کرنا	v.reuse@v.reused@v.reusing
دوبارہ استعمال کیا	v.recycled
دوبارہ اشاعت	n+f.republication@n+f.reissues
دوبارہ انتخاب	n+f.reelection
دوبارہ انسٹال کرنا	v.reinstalling
دوبارہ ایجاد کرنا	vt.reinvent
دوبارہ ایجاد کیا	v.reinvented
دوبارہ بنائی	n+f.remake
دوبارہ بناتا ہے	v.remakes
دوبارہ بنانا	v.remake@v.recreate@v.recreated@v.reconstituted@v.recreating@v.remaking
دوبارہ بنایا	v.remade
دوبارہ بند کرنا	vt.reseal
دوبارہ بھرا	v.refilled
دوبارہ بھرنا	v.refill@v.refills@n+f.restocking@vt.replenish@n+f.replenishment@v.refilling
دوبارہ بھرنے کے قابل	a.refillable
دوبارہ بھیجنا	v.resend@v.retransmit
دوبارہ بیان	n+m.restatement@n+f.retelling
دوبارہ بیان کرنا	v.restate
دوبارہ بیماری	n+f.relapse
دوبارہ بیمہ	n+f.reinsurance
دوبارہ بیچا	v.resold
دوبارہ بیچنا	v.resell
دوبارہ تحریر	n+f.rewriting
دوبارہ تربیت	n+f.retraining
دوبارہ ترتیب	n+f.realignment@n+f.reconfiguration@n+f.rearrangement@n+f.rearrangements
دوبارہ ترتیب دی	v.reorganized@v.rearranged
دوبارہ ترتیب دیا	v.reformulated@v.reconfigured
دوبارہ ترتیب دینا	v.reset@v.resets@v.reorder@v.resetting@vt.rearrange@vt.reconfigure@v.rearranging@v.reordering@v.reorganizing
دوبارہ ترتیب کے قابل	a.reconfigurable
دوبارہ ترقی	n+f.redevelopment
دوبارہ تصدیق کرتا ہے	vt.reaffirms
دوبارہ تصدیق کرنا	vt.reaffirm
دوبارہ تصدیق کی	v.reaffirmed
دوبارہ تعارف	n+m.reintroduction
دوبارہ تعریف کرتا ہے	v.redefines
دوبارہ تعریف کرنا	v.redefine
دوبارہ تعمیر کرنا	v.rebuild@v.rebuilding@v.reconstruct@v.reconstructing@v.rebuilds
دوبارہ تعمیر کیا	v.rebuilt@v.reconstructed
دوبارہ تعیناتی	n+f.reassignment@n+f.redeployment
دوبارہ تفویض کرنا	v.reassign
دوبارہ تفویض کیا	v.reassigned
دوبارہ تقرری	n+f.reappointment
دوبارہ تقسیم	n+f.redistribution@n+f.reallocation
دوبارہ تقسیم کرنا	v.redistribute@v.redistributing
دوبارہ تقسیم کیا	v.redistributed
دوبارہ توجہ دینا	v.refocus
دوبارہ تکمیل	n+f.refinishing
دوبارہ جائزہ	n+m.reassessment
دوبارہ جائزہ لینا	v.reassess
دوبارہ جاری کرنا	v.reissue@v.reissues
دوبارہ جاری کیا	v.reissued
دوبارہ جانا	v.revisit
دوبارہ جمع کرنا	vt.resubmit
دوبارہ جمع ہونا	v.regroup
دوبارہ جنگلات لگانا	n+f.reforestation
دوبارہ جوڑ	n+m.reconnection
دوبارہ جوڑنا	v.reconnect
دوبارہ جینا	vt.relive
دوبارہ حاصل کرنا	v.regain@v.regaining
دوبارہ حساب کرنا	vt.recalculate
دوبارہ حساب کیا	v.recalculated
دوبارہ حصول	n+f.recapture
دوبارہ حلقہ بندی	n+f.redistricting
دوبارہ خریداری	n+f.repurchase
دوبارہ خریدنا	v.repurchase
دوبارہ داخل ہونا	vt.reenter
دوبارہ داخلہ	n+f.reentry@n+m.readmission
دوبارہ درج کرنا	vt.relist
دوبارہ درجہ بندی	n+f.reclassification
دوبارہ درجہ بندی کی	v.reclassified
دوبارہ درخواست دینا	vi.reapply
دوبارہ درست کرنا	v.reconditioning
دوبارہ دریافت کرنا	v.rediscovered@vt.rediscover@v.rediscovering
دوبارہ دیکھنا	v.revisited@v.revisiting
دوبارہ ذخیرہ کرنا	v.restocking@v.restock
دوبارہ رخ کرنا	v.redirecting
دوبارہ رنگنا	vt.repaint
دوبارہ رکھنا	vt.reposition@v.repositioning
دوبارہ رہن	n+m.remortgage@n+f.remortgages
دوبارہ رہن رکھنا	v.remortgage@v.remortgages
دوبارہ رہنمائی کرنا	v.redirect
دوبارہ زندہ کیا	v.resurrected
دوبارہ زون بندی	n+f.rezoning
دوبارہ سامنے آنا	v.resurfacing
دوبارہ سرمایہ کاری	n+m.reinvestment
دوبارہ سرمایہ کاری کی	v.reinvested
دوبارہ سماعت	n+f.rehearing
دوبارہ سنانا	v.retelling
دوبارہ سنوارا	v.refurbished
دوبارہ سوچ	n+f.rethinking
دوبارہ سوچنا	v.rethinking@v.rethink
دوبارہ شائع کرنا	vt.republish
دوبارہ شائع کیا	v.republished
دوبارہ شادی کی	v.remarried
دوبارہ شامل ہوا	v.rejoined
دوبارہ شامل ہونا	vi.rejoin
دوبارہ شروع	n+f.restart@n+f.resumption
دوبارہ شروع کرتا ہے	v.resumes@vt.reboots
دوبارہ شروع کرنا	v.resume@v.restart@v.reboot@v.restarted@v.restarting@v.resuming@v.restarts@v.rebooting@v.rebooted@v.relaunch
دوبارہ شروع کیا	v.resumed
دوبارہ شروعات	n+f.restarts
دوبارہ شمولیت	n+f.reintegration
دوبارہ شیڈول کیا	v.rescheduled
دوبارہ طے کرنا	vt.reschedule
دوبارہ ظاہر ہونا	vi.reappear
دوبارہ غور	n+f.reconsideration@n+f.rethink
دوبارہ غور کرنا	v.reconsider@v.reconsidered
دوبارہ فارمیٹ کرنا	vt.reformat@v.reformatted
دوبارہ فروخت	n+f.resale@n+f.resales@v.reselling
دوبارہ فروخت کنندگان	n+m.resellers
دوبارہ فروخت کنندہ	n+m.reseller
دوبارہ فعال بنانا	n+f.reactivation
دوبارہ فعال کرنا	v.reactivate
دوبارہ فعال کیا	v.reactivated
دوبارہ فلم	n+m.retake
دوبارہ فہرست میں شامل کیا	v.relisted
دوبارہ قائم کرنا	v.reestablish
دوبارہ قابل استعمال	a.reusable@a.recyclable
دوبارہ قدر	n+f.revaluation
دوبارہ قرضہ لیا	v.refinanced
دوبارہ لوڈ کرتا ہے	v.reloads
دوبارہ لوڈ کرنا	v.reload@v.reloading
دوبارہ لوڈ کیا	v.reloaded
دوبارہ لکھا	v.rewrote
دوبارہ لکھا گیا	v.rewritten
دوبارہ لکھنا	v.rewrite@v.rewriting@v.rewrites
دوبارہ لینا	vt.retake
دوبارہ ماسٹر شدہ	a.remastered
دوبارہ ماسٹر کرنا	vt.remaster
دوبارہ ماسٹر کیا	v.remastered
دوبارہ مالی اعانت	n+f.refinancing
دوبارہ مالی معاونت	v.refinance
دوبارہ متعارف کرایا	v.reintroduced
دوبارہ مرتب کرنا	vt.recompile
دوبارہ مرکز میں لانا	vt.recenter
دوبارہ معمول بندی	n+f.renormalization
دوبارہ مقابلہ	n+m.rematch
دوبارہ ملاقات	n+f.revisit
دوبارہ ملاقاتیں	n+f.reunions
دوبارہ ملانا	v.remix@vt.reunite
دوبارہ ملاپ	n+f.recombination
دوبارہ ملایا	v.remixed
دوبارہ ملنا	n+m.reunion@v.reunited
دوبارہ منتخب کیا	v.reelected
دوبارہ منتقل کیا	v.retransmitted
دوبارہ منظم کرنا	vt.reorganize
دوبارہ نشر	n+m.rerun
دوبارہ نشر کرنا	v.rebroadcast
دوبارہ نشریات	n+f.retransmission@n+f.rebroadcast
