24	n.xxiv
dataran banjir	n.floodplain@n.floodplains
dataran rendah	n.lowland@a.lowland@n.lowlands
dataran tinggi	n.highland@n.highlands@n.plateau@n.upland@n.wold@n.uplands@n.plateaus
datum	n.datum
daun	n.leaves@n.leaf@n.leafs@a.foliar
daun bawang	n.leek@n.chives@n.leeks
daun jendela	n.shutters
daun ketumbar	n.cilantro
daun lebar	n.broadleaf
daun mint	n.spearmint
daun salam	n.laurels
dauphin	n.dauphin
daur ulang	n.recycling
davids	n.davids
davy	n.davy
daw	n.daw
dawkins	n.dawkins
daya	n.power
daya apung	n.buoyancy
daya pantul	n.reflectivity@n.reflectance
daya pembeda	n.discernment
daya saing	n.competitiveness
daya serap	n.absorbance
daya tahan	n.durability@n.endurance
daya tanggap	n.responsiveness
daya tarik	n.attraction@n.allure@n.fascination@n.attractiveness@n.desirability
daya tarik misterius	n.mystique
daya tembak	n.firepower
daya watt	n.wattage
dayung	n.rowing@n.paddle@n.oar@n.paddles@n.oars
deakin	n.deakin
dealer	n.dealer@n.dealers@n.dealership@n.dealerships
debaran	n.thumping
debat	n.debate@n.debates
debit	n.debit@n.debits
debitur	n.debtor@n.debtors@n.obligor
debu	n.dust@n.grime@n.mote@n.dusts
debu bintang	n.stardust
debug	v.debug@n.debug
debugger	n.debugger@n.debuggers
debugging	n.debugging
debut	n.debut@n.debuts
decal	n.decal
decca	n.decca
decitan	n.squeak
deco	n.deco
decoupage	n.decoupage
dedak	n.bran
dedaunan	n.foliage
dedikasi	n.dedication
deduksi	n.deductions
deduktibel	n.deductibles
deduktif	a.deductive
default	n.default@a.default@n.defaults
defensif	a.defensive
defibrilator	n.defibrillators@n.defibrillator
definisi	n.definition@n.definitions@n.def
definitif	a.definitive
defisit	n.deficit@n.deficits@n.shortfalls
deflasi	n.deflation
defleksi	n.deflection
deflektor	n.deflector
deforestasi	n.deforestation
deformasi	n.deformation@n.deformations
degenerasi	n.degeneration
degeneratif	a.degenerative
degradasi	n.degradation
dehidrasi	n.dehydration@a.dehydrated
dehidrogenase	n.dehydrogenase
dek	n.deck@n.decks
dekade	n.decade@n.decades
dekaden	a.decadent
dekadensi	n.decadence
dekaf	a.decaf
dekan	n.dean@n.deans
dekat	a.close@prep.near@a.near@ad.nigh
dekat pantai	a.inshore@a.nearshore
dekat perapian	a.fireside
dekat ring	a.ringside
dekathlon	n.decathlon
deklamasi	n.recitation
deklarasi	n.declaration@n.declarations@n.decl
deklaratif	a.declarative@a.declaratory
deklinasi	n.declination
dekoder	n.decoder@n.decoders
dekoding	n.decoding
dekomposisi	n.decomposition
dekompresi	n.decompression
dekongestan	n.decongestant
dekonstruksi	n.deconstruction
dekontaminasi	n.decontamination
dekor	n.decor
dekorasi	n.decor@n.decoration@n.decorations@n.decors
dekoratif	a.decorative
dekorator	n.decorators@n.decorator
dekripsi	n.decryption
dekrit	n.decree@n.decrees@n.edict
deksametason	n.dexamethasone
dekstrosa	n.dextrose
dekur	n.coo
delano	n.delano
delapan	n.eight@a.eight
delapan belas	n.eighteen@a.eighteen
delapan puluh	n.eighty
delegasi	n.delegation@n.delegates@n.delegate@n.delegations
delgado	n.delgado
delia	n.delia
deliberatif	a.deliberative
delima	n.pomegranate
delimiter	n.delimiter@n.delimiters
delineasi	n.delineation
delirium	n.delirium
delmar	n.delmar
delta	n.delta@n.deltas
delusi	n.delusion@n.delusions
delusional	a.delusional
demagnetisasi	n.demagnetization
demam	n.fever@n.fevers@a.feverish@a.febrile
demam berdarah	n.dengue
demarkasi	n.demarcation
demensia	n.dementia
demi	n.sake@n.sakes
demikian	ad.sic
demikian juga	ad.likewise@ad.ditto
demikian pula	ad.similarly
demo	n.demo@n.demos
demografi	n.demographics@n.demography
demografis	a.demographic@n.demographic
demokrasi	n.democracy@n.democracies
demokratis	a.democratic
demokratisasi	n.democratization
demonstran	n.demonstrators@n.demonstrator
demonstrasi	n.demonstration@n.demonstrations
dempul	n.putty@n.caulking@n.caulk
denda	n.fine@n.fines@n.forfeit
dendam	n.grudge@a.vengeful
dendeng	n.jerky
dendritik	a.dendritic
deng	n.deng
dengan	prep.by@prep.with
dengan adil	ad.fairly@ad.justly
dengan ahli	ad.expertly
dengan aman	ad.safely@ad.securely
dengan andal	ad.reliably
dengan anggun	ad.gracefully@ad.graciously
dengan antusias	ad.enthusiastically
dengan asumsi	conj.assuming
dengan bahagia	ad.happily
dengan baik	ad.well@ad.nicely@ad.tastefully@ad.favourably
dengan baik hati	ad.kindly
dengan bangga	ad.proudly
dengan bebas	ad.freely
dengan benar	ad.properly@ad.correctly@ad.rightly@ad.rightfully
dengan berani	ad.boldly@ad.bravely@ad.courageously
dengan bercanda	ad.jokingly
dengan berguna	ad.usefully
dengan berlimpah	ad.abundantly
dengan bersemangat	ad.vehemently@ad.excitedly
dengan bersih	ad.cleanly
dengan bijak	ad.wisely
dengan bijaksana	ad.sensibly
dengan blak blakan	ad.bluntly
dengan bodoh	ad.foolishly@ad.stupidly
dengan buruk	ad.badly@ad.poorly
dengan cakap	ad.ably@ad.competently
dengan canggung	ad.awkwardly
dengan cekatan	ad.deftly
dengan cemas	ad.anxiously
dengan cemerlang	ad.brilliantly
dengan cepat	ad.quickly@ad.rapidly@ad.swiftly@ad.speedily@ad.expeditiously@ad.summarily@ad.briskly
dengan cerdas	ad.intelligently@ad.smartly
dengan cerdik	ad.cleverly
dengan ceroboh	ad.carelessly
dengan cocok	ad.suitably
dengan cukup	ad.amply
dengan curam	ad.steeply
dengan curiga	ad.suspiciously
dengan damai	ad.peacefully
dengan dekat	ad.closely
dengan demikian	ad.thus@ad.accordingly@ad.thereby
dengan elegan	ad.elegantly
dengan enggan	ad.reluctantly
dengan fasih	ad.eloquently@ad.fluently
dengan gamblang	ad.vividly
dengan ganas	ad.fiercely@ad.furiously
dengan gegabah	ad.headlong
dengan gelap	ad.darkly
dengan gembira	ad.cheerfully@ad.merrily@ad.joyfully@ad.gleefully
dengan gemilang	ad.gloriously
dengan getir	ad.bitterly
dengan gigih	ad.persistently
dengan gila gilaan	ad.madly
dengan gugup	ad.nervously
dengan halus	ad.finely
dengan hangat	ad.warmly
dengan harga terjangkau	ad.affordably
dengan hati hati	ad.delicately@ad.discreetly
dengan hati-hati	ad.carefully@ad.cautiously
dengan hemat	ad.sparingly
dengan hormat	ad.respectfully
dengan indah	ad.beautifully@ad.exquisitely
dengan ingin tahu	ad.curiously
dengan ini	ad.hereby@ad.herewith
dengan intens	ad.intensely
dengan itu	ad.therewith
dengan jahat	ad.wickedly
dengan jelas	ad.clearly@ad.distinctly@ad.plainly@ad.visibly@ad.vividly@ad.patently@ad.unequivocally@ad.unambiguously
dengan jujur	ad.honestly@ad.truthfully
dengan kalang kabut	ad.frantically
dengan kasar	ad.harshly@ad.rudely
dengan kaya	ad.richly
dengan kejam	ad.brutally@ad.cruelly
dengan kekerasan	a.forcible
dengan keras	ad.severely@ad.aloud@ad.loudly@ad.violently@ad.forcefully@ad.harshly@ad.vehemently@ad.sternly
dengan keras kepala	ad.stubbornly
dengan ketat	ad.tightly@ad.rigorously@ad.rigidly
dengan keterlaluan	ad.outrageously
dengan khidmat	ad.solemnly
dengan kokoh	ad.solidly
dengan kuat	ad.strongly@ad.vigorously@ad.powerfully@ad.mightily
dengan lahap	ad.heartily
dengan lancar	ad.smoothly@ad.fluently
dengan lemah	ad.weakly
dengan lembut	ad.gently@ad.softly@ad.delicately@ad.tenderly
dengan leverage	a.leveraged
dengan lezat	ad.deliciously
dengan licik	ad.artfully
dengan luar biasa	ad.wonderfully@ad.superbly
dengan mahir	ad.artfully
dengan main main	ad.playfully
dengan malas	ad.idly@ad.lazily
dengan mana	ad.whereby
dengan manis	ad.sweetly
dengan mantap	ad.steadily
dengan marah	ad.angrily@ad.furiously
dengan megah	ad.magnificently
dengan memuaskan	ad.satisfactorily
dengan menarik	ad.attractively
dengan mendesak	ad.urgently
dengan menentang	ad.defiantly
dengan mengagumkan	ad.stunningly@ad.admirably
dengan mengerikan	ad.horribly
dengan menyakitkan	ad.painfully
dengan menyedihkan	ad.sorely@ad.miserably
dengan menyegarkan	ad.refreshingly
dengan menyenangkan	ad.pleasantly@ad.delightfully
dengan mewah	ad.lavishly@ad.luxuriously
dengan mudah	ad.simply@ad.easily@ad.readily@ad.effortlessly
dengan mulia	ad.gloriously
dengan mulus	ad.seamlessly
dengan murah	ad.cheaply@ad.inexpensively
dengan murah hati	ad.generously@ad.liberally@ad.handsomely
dengan nyaman	ad.conveniently@ad.comfortably@ad.snugly
dengan nyenyak	ad.soundly
dengan padat	ad.densely
dengan pahit	ad.bitterly
dengan paksa	ad.forcibly@ad.perforce
dengan panas	ad.hotly
dengan panik	ad.frantically
dengan parah	ad.gravely
dengan pas	ad.snugly
dengan pengecut	ad.cowardly
dengan penuh gairah	ad.passionately
dengan penuh kasih	ad.lovingly@ad.fondly
dengan penuh kasih sayang	ad.affectionately
dengan penuh perhatian	ad.thoughtfully@ad.intently@ad.attentively
dengan penuh rasa syukur	ad.gratefully
dengan penuh semangat	ad.eagerly@ad.energetically
dengan percaya diri	ad.confidently
dengan polos	ad.innocently
dengan putus asa	ad.desperately
dengan ramah	ad.graciously@ad.cordially
dengan rapi	ad.neatly@ad.smartly
dengan rendah hati	ad.humbly
dengan riang	ad.cheerfully@ad.merrily
dengan ringan	ad.lightly@ad.mildly
dengan ringkas	ad.succinctly
dengan rumit	ad.intricately
dengan sabar	ad.patiently
dengan sangat	ad.dearly@ad.profusely
dengan sangat baik	ad.excellently
dengan santai	ad.leisurely
dengan sayang	ad.fondly
dengan sederhana	ad.modestly
dengan sedih	ad.sadly@ad.woefully
dengan selera	ad.tastefully
dengan semangat	ad.briskly
dengan sempurna	ad.perfectly@ad.flawlessly@ad.divinely
dengan senang hati	ad.gladly@ad.fain
dengan sengaja	ad.deliberately@ad.intentionally@ad.knowingly@ad.purposely@ad.purposefully
dengan sengit	ad.fiercely
dengan sepenuh hati	ad.heartily@ad.wholeheartedly
dengan serius	ad.seriously@ad.solemnly@ad.gravely
dengan setara	ad.equitably
dengan setia	ad.faithfully
dengan sibuk	ad.busily
dengan sopan	ad.politely@ad.modestly
dengan suara bulat	ad.unanimously
dengan subtitle	a.subtitled
dengan sukarela	ad.willingly
dengan sukses	ad.successfully
dengan sungguh sungguh	ad.earnestly@ad.fervently
dengan susah payah	ad.painstakingly
dengan tajam	ad.sharply@ad.acutely@ad.keenly
dengan tampan	ad.handsomely
dengan tangan bebas	ad.freehand
dengan tangkas	ad.deftly
dengan tebal	ad.thickly
dengan tegas	ad.firmly@ad.decidedly@ad.forcefully@ad.emphatically@ad.decisively@ad.categorically@ad.sternly@ad.flatly@ad.resolutely
dengan tekad	ad.resolutely
dengan tekun	ad.diligently@ad.religiously
dengan teliti	ad.meticulously@ad.painstakingly
dengan tempo sedang	ad.andante
dengan tenang	ad.quietly@ad.calmly
dengan tepat	ad.appropriately@ad.aptly
dengan terang	ad.brightly
dengan tergesa gesa	ad.hurriedly
dengan tergesa-gesa	ad.hastily
dengan tidak berdaya	ad.helplessly
dengan tidak berhasil	ad.unsuccessfully
dengan tidak nyaman	ad.uncomfortably
dengan tidak perlu	ad.needlessly
dengan tidak sabar	ad.impatiently
dengan tujuan	ad.purposefully
dengan tulus	ad.sincerely@ad.genuinely
dengan valid	ad.validly
dengan wajar	ad.justifiably
dengar pendapat	n.hearings
dengarkan	v.hark@int.oyez
denging telinga	n.tinnitus
dengkur	n.grunts
dengkuran	n.purr@n.snore
dengue	n.dengue
dengung	n.buzzing
dengungan	n.buzz@n.drone
dengus	n.snort@n.grunt
denier	n.denier
denim	n.denim
denominasi	n.denomination@n.denominations@a.denominational
dentang	n.clank
denyut	n.pulse@n.pulses
deodoran	n.deodorant@n.deodorants
depan	n.front@a.front@a.fore
departemen	n.department@n.departments@n.dept@a.departmental@n.dep
dependensi	n.dependencies
deportasi	n.deportation
deposan	n.depositors
deposisi	n.deposition@n.depositions
deposit	n.deposit
deposito	n.deposits
depot	n.depot@n.depots
depresan	n.depressant
depresi	n.depression@a.depressive@n.depressions
deputi	n.deputy
der	n.der
derailleur	n.derailleur
derajat	n.degree@n.degrees@n.deg
derak	n.crackle
derap	n.gallop
deregulasi	n.deregulation
derek	n.crane@n.towing@n.tow@n.derrick@n.cranes@n.wrecker
deretan	n.row
dering	n.ringing@n.ting
derivasi	n.derivation@n.derivations
dermaga	n.dock@n.pier@n.wharf@n.quay@n.docks@n.piers@n.jetty@n.quai@n.berths@n.quays
dermal	a.dermal
dermatitis	n.dermatitis
dermatologi	n.dermatology
dermawan	a.benevolent@a.philanthropic@n.benefactor@n.benefactors@n.philanthropist@a.unselfish
dermis	n.derma
desa	n.village@n.villages@n.vil
desa kecil	n.hamlets
desahan	n.sigh@n.sighs
desain	n.design@n.designs
desain ulang	n.redesign
desainer	n.designer@n.designers
desak-desakan	n.stampede
desakan	n.insistence
desalinasi	n.desalination
desas-desus	n.hearsay
descartes	n.descartes
desegregasi	n.desegregation
desentralisasi	n.decentralization@n.decentralisation
desersi	n.awol
desibel	n.decibel@n.decibels
desimal	n.decimal@a.decimal@n.decimals
desinfektan	n.disinfectants
desir	n.swoosh
desis	n.fizz
desisan	n.hiss@n.sizzle@n.hissing
deskripsi	n.description@n.descriptions@n.desc
deskriptif	a.descriptive
deskriptor	n.descriptor@n.descriptors
desktop	n.desktop@n.desktops
desorpsi	n.desorption
despotisme	n.despotism
destinasi	n.destination
destruktor	n.destructor
detail	n.details@a.detailed@n.detail
detak jantung	n.heartbeat@n.heartbeats
detak kuat	n.pounding
deteksi	n.detection@n.detections
detektif	n.detective@n.detectives@n.sleuth
detektor	n.detector@n.detectors
detektor kebohongan	n.polygraph
deterjen	n.detergent@n.detergents
determinan	n.determinant
determinisme	n.determinism
deterministik	a.deterministic
detik	n.second@n.sec@n.seconds@n.secs@n.ticking
detoks	n.detox
detoksifikasi	n.detoxification
detonasi	n.detonation
detonator	n.detonator
detritus	n.detritus
deuce	n.deuce
deuterium	n.deuterium
devaluasi	n.devaluation
deviasi	n.deviation
devolusi	n.devolution
devosi	n.devotions
dewa	n.gods@n.deity
dewa Olympus	n.olympians
dewa Shinto	n.kami
dewa-dewi	n.deities
dewan	n.board@n.council@n.boards@n.councils
dewasa	n.adult@a.adult@a.mature@n.adults@a.grown@a.matured
dewasa sebelum waktunya	a.precocious
dewi	n.goddess@n.goddesses@n.devi
dewi seni	n.muses
dey	n.dey
dharma	n.dharma
di	prep.in@prep.on@prep.at
di Amerika	ad.stateside
di air	a.waterborne
di antara	prep.between@prep.among@prep.amongst
di atas	prep.over@prep.above@ad.above@prep.upon@prep.aboard@ad.upstairs@v.topped@prep.atop@ad.aloft@a.overlying
di atas air	ad.afloat
di atas panggung	ad.onstage
di atas tanah	a.aboveground
di atasnya	ad.thereon
di bawah	prep.under@prep.below@ad.below@prep.beneath@prep.underneath@ad.underneath@ad.downstairs@prep.sous@ad.infra@prep.neath
di bawah air	ad.underwater
di bawah ini	ad.hereunder
di bawah kaki	ad.underfoot
di bawah kulit	a.subcutaneous
di bawah lengan	a.underarm
di bawah lidah	a.sublingual
di bawah standar	a.substandard
di bawah umur	a.underage
di bawahnya	ad.thereunder
di belakang	prep.behind@ad.aft
di belakang panggung	ad.backstage
di dalam	prep.within@prep.inside
di dalam hati	ad.inwardly
di dalam kapal	ad.inboard
di dalam negeri	ad.domestically
di dalam ruangan	ad.indoors
di dalamnya	ad.therein
di darat	ad.onshore
di dekat	ad.nearby
di depan	ad.ahead
di hilir angin	a.downwind
di kapal	n.shipboard@a.shipboard
di lapangan	ad.afield
di layar	a.onscreen@ad.onscreen
di luar	prep.outside@prep.beyond
di luar kampus	a.extramural
di luar lokasi	a.offsite
di luar negeri	ad.abroad@ad.overseas
di luar ruangan	ad.outdoors
di mana	ad.where@conj.where@ad.wherein@n.wheres
di mana pun	conj.wherever
di mana saja	ad.anywhere@ad.anyplace
di mana-mana	ad.everywhere@a.ubiquitous
di muka	a.upfront
di panggung	a.onstage
di punggung	ad.piggyback
di pusat kota	ad.downtown
di rumah	prep.chez
di samping	prep.beside@prep.alongside
di sana	ad.there@ad.yon@ad.yonder
di seberang	prep.across
di seluruh	ad.throughout
di seluruh dunia	ad.worldwide
di sini	ad.here@ad.herein
di suatu tempat	ad.somewhere@ad.someplace
di tempat	a.onsite
di tempat lain	ad.elsewhere
di tengah	prep.amid
di tengah jalan	ad.midway
di tengah-tengah	prep.amidst
di tepi kolam	a.poolside
dia	pron.he@pron.his@pron.her@pron.she@pron.him@pron.hes@pron.shes
diabadikan	v.enshrined@v.perpetuated
diabaikan	v.ignored@v.neglected@v.overlooked@v.disregarded@a.disregarded
diabetes	n.diabetes@a.diabetic
diacak	a.randomized@v.scrambled@v.randomised
diadakan	v.held
diadaptasi	v.adapted
diadopsi	v.adopted@a.adopted
diaduk	v.stirred@v.agitated
diafragma	n.diaphragm
diagnosis	n.diagnosis@n.diagnoses
diagnostik	a.diagnostic@n.diagnostic@n.diagnostics
diagonal	a.diagonal@n.diagonal@n.diag
diagram	n.diagram@n.diagrams
diagram alir	n.flowchart@n.flowcharts
diagung-agungkan	a.glorified
diairi	v.irrigated
diajarkan	v.taught
diajukan	v.submitted@v.filed@v.tendered
diaken	n.deacons
diakhiri	v.terminated
diakon	n.deacon@n.deacons
diakon wanita	n.deaconess
diakses	v.accessed
diaktakan	v.notarized
diaktifkan	v.enabled@a.enabled@v.activated
diakui	v.recognized@a.recognized@v.admitted@v.recognised@v.acknowledged@a.acknowledged@v.ascribed
dial	n.dial
dialami	v.experienced
dialek	n.dialect@n.dialects
dialek Cockney	n.cockney
dialektika	n.dialectic
dialektis	a.dialectic@a.dialectical
dialihdayakan	v.outsourced
dialihkan	v.switched@v.redirected@v.diverted@v.relegated@v.ceded@v.deflected@v.transposed
dialiri listrik	a.electrified
dialirkan	v.piped
dialisis	n.dialysis
dialog	n.dialogue@n.dialog@n.dialogues
dialokasikan	v.allocated@a.allocated@v.appropriated@v.allotted@v.earmarked@a.earmarked
dialur	v.grooved
diam	a.still@a.silent@a.idle@a.stationary@v.hush@a.motionless@v.idling@a.quiescent@int.shh@a.immobile
diam diam	a.sneaking
diam-diam	ad.silently@a.tacit
diamanatkan	v.mandated
diamandemen	a.amended
diamankan	v.secured
diamante	n.diamante
diamati	v.observed@a.observed@v.scoped
diambil	v.taken@v.retrieved@v.fetched
diambil alih	a.repossessed
diameter	n.diameter@n.diam@n.diameters
diamortisasi	v.amortized
diampelas	v.sanded
diampuni	v.spared@v.remitted@a.pardoned
dianalisis	v.analysed@v.assayed@a.dissected
diancam	v.threatened
dianeksasi	v.annexed
dianggap	v.considered@a.considered@v.deemed@v.regarded@v.perceived@v.presumed@v.imputed@v.reckoned@a.reputed
dianggarkan	v.budgeted
diangkat	v.raised@v.lifted
diangkut	v.transported@v.hauled
dianiaya	v.persecuted
dianjurkan	v.advocated
dianodisasi	a.anodized
dianotasi	v.annotated
diantisipasi	v.anticipated
dianugerahi	v.endowed
diapit	v.flanked@v.sandwiched
diarahkan	v.directed@a.directed@a.geared@v.routed@v.steered
diare	n.diarrhoea
diarsipkan	v.archived
diartikulasikan	a.articulated
dias	n.dias
diasah	v.honed@v.sharpened
diasamkan	a.pickled
diasap	a.smoked
diasasinasi	v.assassinated
diasimilasi	v.assimilated
diasingkan	v.exiled@v.alienated
diasinkan	v.salted@a.pickled
diasosiasikan	v.associated
diaspal	v.paved
diaspora	n.diaspora
diastolik	a.diastolic
diasuh	v.fostered@v.nurtured
diasumsikan	v.assumed@a.assumed@v.postulated
diasuransikan	a.insured
diatom	n.diatoms@n.diatom
diatur	v.arranged@v.regulated@a.rigged@v.orchestrated
diatur undang undang	v.legislated
diaudit	v.audited
diautentikasi	v.authenticated
diawali	a.prefixed
diawasi	v.supervised@v.overseen
diawetkan	v.preserved
diazepam	n.diazepam
dibagi	v.divided@v.partitioned
dibagi lagi	v.subdivided
dibagi proporsional	v.prorated
dibagikan	v.shared@v.dispensed
dibahas	v.discussed
dibajak	v.hijacked@a.hijacked@v.pirated
dibakar	v.fuelled
dibalas	v.avenged
dibalik	v.reversed@v.flipped
dibalut	v.draped
dibandingkan	v.compared@v.contrasted
dibangkitkan	v.resurrected@v.roused
dibangun	v.built@a.built@v.constructed
dibangun kembali	v.rebuilt
dibangunkan	v.roused
dibanjiri	v.inundated
dibanting	v.slammed
dibantu	v.assisted@v.aided
dibaptis	v.baptized@v.christened
dibatalkan	v.cancelled@v.overturned@v.scrapped@v.overridden@v.rescinded@v.deselected@v.voided
dibatasi	v.restricted@a.constrained@a.capped@a.delimited@v.curbed
dibaut	v.bolted
dibawa	v.carried
dibayangkan	v.imagined@v.envisaged@v.envisioned
dibayar	v.paid
dibayar kembali	v.repaid
dibayar lebih	v.overpaid
dibayarkan	v.disbursed
dibebani	v.burdened@v.saddled
dibebankan	v.charged
dibebaskan	v.freed@v.waived@v.liberated@v.acquitted@a.acquitted@a.exonerated
dibedah	v.dissected
dibedakan	v.differentiated@v.discriminated
dibekap	v.strangled
dibela	v.vindicated
dibeli	v.purchased@a.purchased
dibelokkan	v.deflected
dibenarkan	a.justified@v.justified@v.vindicated
dibenci	v.hated@v.despised@a.odious
dibentuk	v.formed@v.shaped@v.instituted
dibentuk sebelumnya	a.preformed
dibentuk ulang	a.reconstituted
diberdayakan	v.empowered
diberhentikan	v.laid@v.dismissed@v.discharged
diberi bahan bakar	v.fuelled
diberi doping	v.doped
diberi energi	v.energized
diberi hadiah	v.rewarded
diberi harga	v.priced
diberi label	v.labelled
diberi makan	v.fed
diberi nama	v.christened
diberi nomor	v.numbered
diberi pengarahan	v.briefed
diberi rasa	v.flavoured
diberi tekanan	v.pressurized
diberi teks	v.captioned
diberi tip	v.tipped
